run_id,method,instance,seed,budget_policy,auto_params_used,auto_population_size,auto_generations,auto_beam_width,auto_max_depth,auto_decode_budget,population_size,generations,beam_width,max_depth,adaptive_spacing_mode,adaptive_spacing_alpha,adaptive_spacing_bf,parameter_source,beta_h,beta_v,total_candidates,final_generation_candidates,final_generation_rank0_count,final_generation_selected_count,final_best_pick_faces,final_best_storage_total,final_best_interior_storage,final_best_retrieval_penalty,total_runtime_seconds,status,error_message
bs_only_AT_S_comercial_layout_AW_3_seed_110,bs_only,AT_S_comercial_layout_AW_3,110,auto_from_instance,True,10,15,3,28,150,0,1,3,28,,,,auto_from_instance,,,7,7,4,4,115,261,103,149,16.25676740000199,completed,
