run_id,method,method_or_variant,instance,seed,total_runtime_seconds,initialization_time_seconds,nsga_selection_time_seconds,nsga_crossover_time_seconds,nsga_mutation_time_seconds,nsga_operator_time_seconds,nsga_survivor_selection_time_seconds,beam_decode_time_seconds,beam_expansion_time_seconds,beam_child_generation_time_seconds,feasibility_filter_time_seconds,objective_evaluation_time_seconds,nondominated_sorting_time_seconds,crowding_distance_time_seconds,archive_dedup_time_seconds,archive_write_time_seconds,io_write_time_seconds,other_time_seconds,ranking_archive_time_seconds,io_time_seconds,profile_granularity,profiling_note
random_restart_bs_Gyorgy-KOVACS_WH_Wide_AW_5_seed_103,random_restart_bs,random_restart_bs,Gyorgy-KOVACS_WH_Wide_AW_5,103,1188.1733937999998,0.0,0.0,0.0,0.0,0.0,0.0,1186.072779799997,0.0,0.0,0.0,0.0,0.0,0.0,0.0038152999986778013,1.1936060000007274,0.018592399999761255,0.8846003000035125,1.1974212999994052,0.018592399999761255,light,"Light timing only; proposed runs split Beam Search expansion, feasibility checks, and objective metric extraction when profile-light is enabled. Nondominated sorting and crowding remain grouped with survivor/archive timing."
