run_id,method,method_or_variant,instance,seed,total_runtime_seconds,initialization_time_seconds,nsga_selection_time_seconds,nsga_crossover_time_seconds,nsga_mutation_time_seconds,nsga_operator_time_seconds,nsga_survivor_selection_time_seconds,beam_decode_time_seconds,beam_expansion_time_seconds,beam_child_generation_time_seconds,feasibility_filter_time_seconds,objective_evaluation_time_seconds,nondominated_sorting_time_seconds,crowding_distance_time_seconds,archive_dedup_time_seconds,archive_write_time_seconds,io_write_time_seconds,other_time_seconds,ranking_archive_time_seconds,io_time_seconds,profile_granularity,profiling_note
proposed_nsga2_bs_AT_S_comercial_layout_AW_3_seed_126,proposed_nsga2_bs,V3_uniform_mutation,AT_S_comercial_layout_AW_3,126,130.73284210000566,0.09503920000133803,0.0,0.0,0.0,0.16169700001046294,0.023423400009050965,0.09589579987368779,126.53145510001923,0.0,1.2991587000506115,2.039842900041549,0.0,0.0,0.004399899997224566,0.4350672999935341,0.02267759999813279,0.024185200010833796,0.46289059999980964,0.02267759999813279,light,"Light timing only; proposed runs split Beam Search expansion, feasibility checks, and objective metric extraction when profile-light is enabled. Nondominated sorting and crowding remain grouped with survivor/archive timing."
