phase,method_or_variant,instance,seed,command,status,started_at,finished_at,runtime_seconds,return_code,output_dir,log_path,error_message
phase11,bs_only,AT_S_comercial_layout_AW_3,101,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 101 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s101 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:44:30+00:00,2026-09-04T20:44:53+00:00,22.664615,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s101,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s101.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,102,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 102 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s102 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:44:51+00:00,2026-09-04T20:45:09+00:00,18.189432,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s102,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s102.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,103,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 103 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s103 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:44:53+00:00,2026-09-04T20:45:11+00:00,17.8505506,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s103,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s103.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,104,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 104 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s104 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:03+00:00,2026-09-04T20:45:21+00:00,17.7415078,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s104,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s104.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,105,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 105 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s105 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:09+00:00,2026-09-04T20:45:31+00:00,21.7339677,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s105,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s105.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,106,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 106 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s106 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:11+00:00,2026-09-04T20:45:31+00:00,19.7371557,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s106,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s106.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,107,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 107 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s107 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:21+00:00,2026-09-04T20:45:39+00:00,17.9772899,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s107,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s107.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,108,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 108 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s108 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:31+00:00,2026-09-04T20:45:49+00:00,18.7843912,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s108,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s108.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,109,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 109 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s109 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:31+00:00,2026-09-04T20:45:49+00:00,18.4448943,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s109,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s109.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,110,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 110 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s110 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:39+00:00,2026-09-04T20:45:58+00:00,18.9264898,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s110,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s110.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,111,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 111 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s111 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:49+00:00,2026-09-04T20:46:12+00:00,22.7996774,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s111,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s111.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,112,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 112 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s112 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:49+00:00,2026-09-04T20:46:12+00:00,22.5129761,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s112,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s112.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,113,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 113 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s113 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:45:58+00:00,2026-09-04T20:46:16+00:00,18.211965,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s113,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s113.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,114,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 114 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s114 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:12+00:00,2026-09-04T20:46:29+00:00,17.3332073,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s114,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s114.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,115,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 115 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s115 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:12+00:00,2026-09-04T20:46:33+00:00,21.4774108,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s115,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s115.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,116,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 116 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s116 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:15+00:00,2026-09-04T20:46:37+00:00,22.3004952,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s116,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s116.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,117,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 117 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s117 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:16+00:00,2026-09-04T20:46:37+00:00,21.1231919,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s117,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s117.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,118,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 118 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s118 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:29+00:00,2026-09-04T20:46:56+00:00,26.8078057,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s118,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s118.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,119,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 119 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s119 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:32+00:00,2026-09-04T20:46:56+00:00,24.3014604,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s119,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s119.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,120,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 120 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s120 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:33+00:00,2026-09-04T20:46:54+00:00,20.6770448,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s120,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s120.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,121,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 121 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s121 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:37+00:00,2026-09-04T20:46:58+00:00,20.6081638,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s121,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s121.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,122,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 122 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s122 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:37+00:00,2026-09-04T20:46:58+00:00,20.4550046,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s122,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s122.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,123,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 123 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s123 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:37+00:00,2026-09-04T20:46:58+00:00,20.739346,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s123,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s123.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,124,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 124 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s124 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:54+00:00,2026-09-04T20:47:14+00:00,19.9249315,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s124,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s124.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,125,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 125 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s125 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:56+00:00,2026-09-04T20:47:15+00:00,19.3520017,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s125,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s125.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,126,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 126 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s126 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:56+00:00,2026-09-04T20:47:15+00:00,19.0675373,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s126,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s126.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,127,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 127 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s127 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:58+00:00,2026-09-04T20:47:18+00:00,20.0511846,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s127,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s127.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,128,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 128 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s128 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:58+00:00,2026-09-04T20:47:18+00:00,20.0510219,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s128,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s128.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,129,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 129 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s129 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:46:58+00:00,2026-09-04T20:47:18+00:00,20.0059212,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s129,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s129.log,
phase11,bs_only,AT_S_comercial_layout_AW_3,130,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 130 --method bs_only --experiment-id p11__bsonly__AT_S_AW3__s130 --output-dir results\revision_final_30seed_nofg\p11\bsonly --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T20:47:14+00:00,2026-09-04T20:47:41+00:00,26.4419481,0,results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__AT_S_AW3__s130,results\revision_final_30seed_nofg\logs\p11__bsonly__AT_S_AW3__s130.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,101,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 101 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s101 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:19+00:00,91.5012231,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s101,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s101.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,102,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 102 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s102 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:12+00:00,84.0758948,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s102,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s102.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,103,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 103 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s103 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:31+00:00,103.1717812,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s103,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s103.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,104,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 104 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s104 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:29+00:00,101.4734028,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s104,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s104.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,105,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 105 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s105 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:30+00:00,102.4815391,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s105,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s105.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,106,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 106 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s106 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:17+00:00,89.4481448,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s106,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s106.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,107,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 107 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s107 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:21+00:00,93.4085689,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s107,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s107.log,
phase11,proposed_nsga2_bs,AT_S_comercial_layout_AW_3,108,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\.venv\Scripts\python.exe -m whl_experiments.run_experiment_manager --instances AT_S_comercial_layout_AW_3 --seeds 108 --method proposed_nsga2_bs --experiment-id p11__nsga2__AT_S_AW3__s108 --output-dir results\revision_final_30seed_nofg\p11\nsga2 --budget-policy auto_from_instance --archive-layouts both --archive-rank-max 3 --no-figures --profile-light --save-generation-objectives,completed,2026-09-04T14:08:48+00:00,2026-09-04T14:10:23+00:00,95.6092655,0,results\revision_final_30seed_nofg\p11\nsga2\p11__nsga2__AT_S_AW3__s108,results\revision_final_30seed_nofg\logs\p11__nsga2__AT_S_AW3__s108.log,
