comparison_group,method_or_variant,instance,seed,configured_max_depth,retained_archive_count,mean_retained_depth,median_retained_depth,min_retained_depth,max_retained_depth,retained_layouts_reaching_cap,run_reaches_configured_cap,scope_note
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,103,15,18,10.944444444444445,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,104,15,16,10.875,11.5,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,105,15,11,11.363636363636363,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,106,15,10,11.7,12.0,11,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,107,15,14,11.285714285714286,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,108,15,27,10.62962962962963,11.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,109,15,14,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,110,15,25,11.04,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,111,15,22,11.272727272727273,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,112,15,20,11.2,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,113,15,21,11.285714285714286,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,114,15,15,10.866666666666667,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,115,15,25,10.96,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,116,15,11,11.545454545454545,12.0,10,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,117,15,18,11.444444444444445,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,118,15,17,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,119,15,26,11.26923076923077,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,120,15,16,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,121,15,23,10.782608695652174,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,122,15,19,10.947368421052632,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,123,15,16,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,124,15,18,10.5,11.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,125,15,25,11.16,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,126,15,26,10.846153846153847,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,127,15,14,11.714285714285714,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,128,15,22,10.863636363636363,11.5,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,129,15,18,10.88888888888889,11.5,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,demo_layout_door_left_AW_2,130,15,19,10.842105263157896,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,101,15,21,6.476190476190476,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,102,15,21,6.333333333333333,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,103,15,21,6.428571428571429,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,104,15,19,6.105263157894737,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,105,15,23,6.478260869565218,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,106,15,17,5.882352941176471,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,107,15,21,6.428571428571429,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,108,15,22,6.454545454545454,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,109,15,22,6.454545454545454,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,110,15,20,6.4,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,111,15,25,6.48,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,112,15,22,6.2727272727272725,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,113,15,25,6.56,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,114,15,21,6.476190476190476,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,115,15,22,6.454545454545454,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,116,15,17,7.470588235294118,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,117,15,26,6.615384615384615,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,118,15,24,6.666666666666667,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,119,15,22,6.454545454545454,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,120,15,22,6.454545454545454,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,121,15,24,6.5,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,122,15,20,6.2,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,123,15,20,6.25,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,124,15,20,6.3,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,125,15,19,6.2105263157894735,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,126,15,20,6.2,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,127,15,28,6.928571428571429,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,128,15,24,6.416666666666667,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,129,15,21,6.285714285714286,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Narrow_AW_4,130,15,26,6.615384615384615,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,101,15,17,6.882352941176471,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,102,15,20,7.05,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,103,15,21,7.095238095238095,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,104,15,19,6.894736842105263,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,105,15,17,6.882352941176471,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,106,15,23,6.695652173913044,7.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,107,15,26,7.076923076923077,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,108,15,18,6.944444444444445,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,109,15,21,7.0476190476190474,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,110,15,18,6.888888888888889,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,111,15,21,7.0476190476190474,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,112,15,21,7.0476190476190474,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,113,15,22,7.090909090909091,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,114,15,17,6.882352941176471,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,115,15,20,7.05,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,116,15,20,7.05,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,117,15,19,7.0,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,118,15,25,7.08,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,119,15,22,7.090909090909091,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,120,15,23,6.869565217391305,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,121,15,23,7.130434782608695,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,122,15,20,7.05,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,123,15,26,7.076923076923077,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,124,15,22,7.090909090909091,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,125,15,20,7.0,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,126,15,20,7.05,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,127,15,19,7.0,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,128,15,21,7.0,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,129,15,18,6.944444444444445,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V6_depth15_beam_default,Gyorgy-KOVACS_WH_Wide_AW_5,130,15,22,7.090909090909091,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,101,28,27,4.666666666666667,4.0,4,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,102,28,40,4.3,4.0,3,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,103,28,26,4.423076923076923,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,104,28,25,4.52,4.0,4,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,105,28,25,4.84,5.0,4,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,106,28,35,4.114285714285714,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,107,28,43,4.465116279069767,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,108,28,27,4.592592592592593,4.0,4,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,109,28,47,4.404255319148936,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,110,28,40,4.525,4.0,3,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,111,28,32,4.28125,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,112,28,30,4.066666666666666,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,113,28,35,4.057142857142857,4.0,3,5,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,114,28,30,4.533333333333333,4.0,3,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,115,28,32,4.28125,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,116,28,34,4.147058823529412,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,117,28,36,4.222222222222222,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,118,28,34,4.294117647058823,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,119,28,35,4.428571428571429,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,120,28,34,4.705882352941177,4.0,4,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,121,28,44,4.2727272727272725,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,122,28,30,4.5,4.0,4,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,123,28,29,4.689655172413793,4.0,4,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,124,28,37,4.405405405405405,4.0,3,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,125,28,32,4.5,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,126,28,33,4.454545454545454,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,127,28,36,4.361111111111111,4.0,3,7,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,128,28,24,4.75,4.0,4,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,129,28,39,4.256410256410256,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,AT_S_comercial_layout_AW_3,130,28,34,4.382352941176471,4.0,3,6,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,101,28,16,11.25,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,102,28,19,11.052631578947368,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,103,28,16,10.875,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,104,28,18,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,105,28,15,11.066666666666666,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,106,28,8,11.5,11.5,11,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,107,28,14,11.142857142857142,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,108,28,27,10.555555555555555,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,109,28,15,11.066666666666666,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,110,28,14,10.857142857142858,11.5,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,111,28,14,10.928571428571429,11.5,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,112,28,17,10.941176470588236,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,113,28,24,11.083333333333334,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,114,28,23,10.73913043478261,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,115,28,26,10.846153846153847,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,116,28,15,11.066666666666666,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,117,28,17,10.941176470588236,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,118,28,18,10.444444444444445,11.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,119,28,19,10.947368421052632,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,120,28,21,11.19047619047619,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,121,28,21,11.047619047619047,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,122,28,25,11.12,12.0,7,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,123,28,18,10.666666666666666,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,124,28,22,11.363636363636363,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,125,28,27,11.037037037037036,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,126,28,27,11.185185185185185,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,127,28,22,11.454545454545455,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,128,28,27,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,129,28,15,11.0,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,demo_layout_door_left_AW_2,130,28,23,11.304347826086957,12.0,8,12,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,101,30,20,6.25,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
