comparison_group,method_or_variant,instance,seed,configured_max_depth,retained_archive_count,mean_retained_depth,median_retained_depth,min_retained_depth,max_retained_depth,retained_layouts_reaching_cap,run_reaches_configured_cap,scope_note
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,102,30,22,6.409090909090909,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,103,30,22,6.318181818181818,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,104,30,21,6.380952380952381,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,105,30,23,6.478260869565218,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,106,30,21,6.285714285714286,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,107,30,18,5.944444444444445,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,108,30,23,6.521739130434782,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,109,30,22,6.318181818181818,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,110,30,22,6.409090909090909,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,111,30,24,6.583333333333333,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,112,30,27,6.814814814814815,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,113,30,23,6.565217391304348,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,114,30,26,6.423076923076923,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,115,30,19,6.105263157894737,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,116,30,24,6.583333333333333,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,117,30,23,6.521739130434782,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,118,30,23,6.521739130434782,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,119,30,27,6.555555555555555,8.0,4,9,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,120,30,22,6.2727272727272725,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,121,30,20,6.1,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,122,30,21,6.285714285714286,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,123,30,24,6.5,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,124,30,21,6.285714285714286,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,125,30,20,6.25,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,126,30,23,6.391304347826087,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,127,30,25,6.56,8.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,128,30,20,6.25,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,129,30,21,6.285714285714286,4.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Narrow_AW_4,130,30,22,6.409090909090909,6.0,4,10,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,101,30,24,7.25,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,102,30,20,7.0,7.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,103,30,21,7.238095238095238,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,104,30,25,7.28,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,105,30,24,7.166666666666667,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,106,30,26,7.269230769230769,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,107,30,23,7.260869565217392,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,108,30,25,7.32,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,109,30,22,7.090909090909091,7.5,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,110,30,21,7.190476190476191,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,111,30,23,7.173913043478261,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,112,30,24,7.291666666666667,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,113,30,19,7.7894736842105265,8.0,7,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,114,30,25,7.24,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,115,30,24,7.291666666666667,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,116,30,27,7.2592592592592595,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,117,30,23,7.173913043478261,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,118,30,28,7.107142857142857,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,119,30,23,7.260869565217392,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,120,30,21,7.238095238095238,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,121,30,23,7.260869565217392,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,122,30,19,7.684210526315789,8.0,7,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,123,30,24,7.291666666666667,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,124,30,26,7.230769230769231,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,125,30,24,7.083333333333333,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,126,30,24,7.166666666666667,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,127,30,27,7.2592592592592595,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,128,30,25,7.24,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,129,30,21,7.190476190476191,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
phase12c,V7_beam_plus1_depth_default,Gyorgy-KOVACS_WH_Wide_AW_5,130,30,21,7.285714285714286,8.0,4,8,0,False,final feasible rank 0-3 archive only; not Beam Search stop-reason evidence
