method,hv_mean,hv_std,igd_plus_mean,igd_plus_std,osd_mean,osd_std,unique_per_run_mean,unique_per_run_std,total_final_rank_0_3_archive_entries,unique_signatures_cross_seed,cross_seed_rediscovery_ratio,runtime_mean_seconds,runtime_std_seconds
proposed_nsga2_bs,1.0979769351655373,0.259680072551417,0.11657626416598242,0.17529230300687698,0.2516762346393399,0.1857279172238077,21.183333333333334,4.32888157452644,2542,208,0.918174665617624,1102.4385377275,723.5119427573467
bs_only_direct,0.5071857628334622,0.31110550951667193,0.5577908367688967,0.34682708060788786,0.2145664986631174,0.21548511095458855,7.5,1.8103344785894533,900,30,0.9666666666666667,68.52235352083333,32.82603804978453
random_restart_bs,1.261965234340124,0.0699759007098355,0.01938490502711596,0.02240035059322092,0.18646623886474256,0.15686944209981055,23.383333333333333,6.522338258519212,2806,189,0.9326443335709195,887.5376455041667,508.2315472409653
