comparison_group,instance,method_or_variant,seed,hypervolume,igd_plus,osd,nondominated_solution_count,archive_size_rank_0_3,unique_layout_signature_count_rank_0_3,runtime_seconds,reference_front_size,normalization_scope,archive_scope,hv_reference_point
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,109,0.995037878787879,0.09138778933301721,0.2971890457088591,2,15,15,134.8382742,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,110,0.995037878787879,0.09138778933301721,0.2971890457088591,2,12,12,82.5960778,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,111,1.1258930976430979,0.07630165781501472,0.3530092244860887,3,18,18,151.9994452,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,112,1.0046277777777781,0.09138778933301721,0.7598131014431263,3,18,18,134.6026862,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,113,1.065064814814815,0.07410058162924063,0.2812743149043659,2,16,16,160.3551085,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,114,0.964037878787879,0.12209700702441124,0.34087627393279246,2,18,18,125.6473946,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,115,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,18,18,100.5165778,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,116,1.065064814814815,0.07410058162924063,0.2812743149043659,2,15,15,103.9108971,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,117,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,16,16,121.5310382,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,118,1.157963804713805,0.038227978495290395,0.3208584423616894,4,17,17,109.6366093,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,119,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,16,16,122.0714213,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,120,0.9662112794612796,0.13389013968606953,0.224319079349133,2,19,19,159.4154319,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,121,0.8631651515151517,0.12036645307302803,0.0,1,14,14,128.7027247,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,122,0.9662112794612796,0.13389013968606953,0.224319079349133,2,13,13,133.1133809,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,123,0.995037878787879,0.09138778933301721,0.2971890457088591,2,13,13,131.1268115,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,124,0.995037878787879,0.09138778933301721,0.2971890457088591,2,13,13,125.5408182,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,125,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,14,14,131.0963632,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,126,1.0046277777777781,0.09138778933301721,0.7598131014431263,3,18,18,100.4032216,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,127,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,16,16,114.1000606,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,128,0.8727550505050508,0.12036645307302803,0.9100318088866469,2,13,13,114.8806686,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,129,0.8727550505050508,0.12036645307302803,0.9100318088866469,2,13,13,112.0310844,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V1_fixed_sorting,130,0.7580550505050507,0.18551882222879937,0.8017309126666617,2,18,18,114.5468631,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,101,1.1312466329966333,0.06721074872410562,0.30982809835476827,4,28,28,119.9836512,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,102,0.9120968013468017,0.15885215556213272,0.5170670513514842,5,26,26,116.5863674,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,103,0.949963804713805,0.097336150042725,0.27606958140773025,2,22,22,140.3165786,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,104,1.0086001683501686,0.07055445599968387,0.28170855284042556,3,16,16,89.1192671,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,105,1.1312466329966333,0.06721074872410562,0.30982809835476827,4,22,22,135.8725955,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,106,1.0196590909090912,0.12479923059516045,0.4615665179031714,4,26,26,102.6758986,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,107,1.0923048821548824,0.05856360275776031,0.4029113458576884,5,25,25,131.647042,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,108,1.0273846801346804,0.12479923059516045,0.45517550996050565,5,28,28,119.1731908,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,109,0.8851860269360272,0.15885215556213272,0.46366888650097504,3,20,20,125.8940635,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,110,1.157963804713805,0.038227978495290395,0.3208584423616894,4,31,31,116.6799449,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,111,1.0004739057239058,0.12479923059516045,0.2507976548715964,3,24,24,136.9263242,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,112,0.9893314814814818,0.10126367369107792,0.5916757116822463,4,22,22,109.6502336,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,113,1.0004739057239058,0.12479923059516045,0.2507976548715964,3,15,15,125.0937131,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,114,0.9797415824915827,0.10126367369107792,0.2786329433449942,3,22,22,121.3295219,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,115,1.0086001683501686,0.07055445599968387,0.28170855284042556,3,20,20,112.5671504,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,116,0.8889840067340071,0.15885215556213272,0.5425298200104626,4,31,31,122.8746562,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,117,0.8681540404040407,0.15885215556213272,0.4733052434096566,3,19,19,163.5398882,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,118,0.9893627946127949,0.09425607914835066,0.45932281516190027,4,19,19,123.4175175,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,119,1.065064814814815,0.07410058162924063,0.2812743149043659,2,25,25,138.3766867,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,120,1.203738215488216,0.02451067779078803,0.26822104072021496,5,21,21,108.3176706,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,121,0.9124915824915828,0.13439370396178643,0.24805402118827533,3,20,20,124.6323308,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,122,1.0196590909090912,0.12479923059516045,0.4615665179031714,4,22,22,129.2890693,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,123,1.0219880471380476,0.07055445599968387,0.564235762321947,4,21,21,104.990544,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,124,0.6442200336700339,0.34839677754251164,0.5454062511287855,5,22,22,172.9669575,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,125,1.1025092592592594,0.061929601643957194,0.3052863079499088,4,28,28,144.5801202,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,126,0.9633516835016839,0.097336150042725,0.6125871118657272,3,25,25,110.9488471,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,127,1.157963804713805,0.038227978495290395,0.3208584423616894,4,32,32,88.2012563,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,128,0.9633516835016839,0.097336150042725,0.6125871118657272,3,25,25,132.2859873,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,129,0.9893314814814818,0.10126367369107792,0.5916757116822463,4,20,20,120.6920981,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V2_fixed_weights,130,0.8681540404040407,0.15885215556213272,0.4733052434096566,3,18,18,124.407638,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,101,0.9797415824915827,0.10126367369107792,0.2786329433449942,3,21,21,118.7395665,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,102,1.1312466329966333,0.06721074872410562,0.30982809835476827,4,24,24,107.2161557,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,103,0.86501430976431,0.15885215556213272,0.3585898986497537,3,22,22,150.1589001,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,104,1.0219880471380476,0.07055445599968387,0.564235762321947,4,20,20,108.9331419,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,105,1.1312466329966333,0.06721074872410562,0.30982809835476827,4,27,27,121.399915,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,106,1.1142533670033674,0.03435313799822072,0.2721849414643496,4,25,25,92.6680773,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,107,0.949963804713805,0.097336150042725,0.27606958140773025,2,18,18,99.3147804,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,108,1.157963804713805,0.038227978495290395,0.3208584423616894,4,29,29,146.2684147,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,109,1.0165193602693603,0.12479923059516045,0.3655380371866455,4,30,30,116.1525421,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,110,0.966533501683502,0.09425607914835066,0.5387508010705372,4,20,20,119.8459451,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,111,1.1526102693602696,0.04731888758619949,0.3574318935965219,3,27,27,107.2167997,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,112,1.04861531986532,0.07055445599968387,0.589349725278275,5,33,33,113.9810192,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,113,1.1025092592592594,0.061929601643957194,0.3052863079499088,4,28,28,126.0499539,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,114,0.9797415824915827,0.10126367369107792,0.2786329433449942,3,26,26,121.6764046,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,115,0.966533501683502,0.09425607914835066,0.5387508010705372,4,26,26,111.6955915,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,116,0.8889840067340071,0.15885215556213272,0.5425298200104626,4,31,31,117.0585967,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,117,0.9893314814814818,0.10126367369107792,0.5916757116822463,4,27,27,144.529012,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,118,1.1025092592592594,0.061929601643957194,0.3052863079499088,4,28,28,130.8820081,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,119,1.2318897306397307,0.0,0.26945169366350447,6,31,31,114.7034081,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,120,1.203738215488216,0.02451067779078803,0.26822104072021496,5,22,22,40.61157729999104,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,121,0.9125757575757578,0.13439370396178643,0.2087695552957769,4,23,23,132.4681698,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,122,1.2318897306397307,0.0,0.26945169366350447,6,30,30,119.4097637,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,123,1.0086001683501686,0.07055445599968387,0.28170855284042556,3,18,18,98.0692296,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,124,1.04861531986532,0.07055445599968387,0.589349725278275,5,32,32,127.3619734,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,125,1.0993274410774412,0.06500967253833154,0.2874207522934164,3,20,20,118.2972639,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,126,0.8681540404040407,0.15885215556213272,0.4733052434096566,3,19,19,136.6446367,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,127,1.157963804713805,0.038227978495290395,0.3208584423616894,4,26,26,109.7801447,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,128,1.1025092592592594,0.061929601643957194,0.3052863079499088,4,25,25,144.5578714,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,129,1.1312466329966333,0.06721074872410562,0.30982809835476827,4,19,19,103.6227429,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V3_uniform_mutation,130,0.8585587542087545,0.15885215556213272,0.6216975050073749,3,21,21,133.5496828,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V4_no_symmetry_breaking,101,1.157963804713805,0.038227978495290395,0.3208584423616894,4,22,22,128.0123966,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V4_no_symmetry_breaking,102,1.157963804713805,0.038227978495290395,0.3208584423616894,4,22,22,129.8832459,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V4_no_symmetry_breaking,103,0.9797415824915827,0.10126367369107792,0.2786329433449942,3,21,21,136.6071377,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
phase12b,AT_S_comercial_layout_AW_3,V4_no_symmetry_breaking,104,1.157963804713805,0.038227978495290395,0.3208584423616894,4,22,22,105.9420136,6,per instance and comparison group,final feasible rank 0-3,"(1.1,1.1,1.1)"
