comparison_group,method_or_variant,source_phase,source_manifest_label,source_relative_root,instance,seed,archive_scope,archive_record_count,unique_signature_count,configured_max_depth,runtime_seconds,archive_index_path,run_metadata_path,manifest_output_dir
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,107,final feasible rank 0-3,14,14,28,1040.394741,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s107/runs/demo_layout_door_left_AW_2/seed_107/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s107/runs/demo_layout_door_left_AW_2/seed_107/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s107
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,108,final feasible rank 0-3,11,11,28,1045.255703,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s108/runs/demo_layout_door_left_AW_2/seed_108/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s108/runs/demo_layout_door_left_AW_2/seed_108/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s108
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,109,final feasible rank 0-3,17,17,28,1009.7552,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s109/runs/demo_layout_door_left_AW_2/seed_109/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s109/runs/demo_layout_door_left_AW_2/seed_109/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s109
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,110,final feasible rank 0-3,23,23,28,1057.223859,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s110/runs/demo_layout_door_left_AW_2/seed_110/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s110/runs/demo_layout_door_left_AW_2/seed_110/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s110
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,111,final feasible rank 0-3,17,17,28,1099.879811,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s111/runs/demo_layout_door_left_AW_2/seed_111/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s111/runs/demo_layout_door_left_AW_2/seed_111/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s111
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,112,final feasible rank 0-3,24,24,28,1021.529884,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s112/runs/demo_layout_door_left_AW_2/seed_112/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s112/runs/demo_layout_door_left_AW_2/seed_112/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s112
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,113,final feasible rank 0-3,19,19,28,1033.959596,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s113/runs/demo_layout_door_left_AW_2/seed_113/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s113/runs/demo_layout_door_left_AW_2/seed_113/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s113
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,114,final feasible rank 0-3,21,21,28,1050.44861,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s114/runs/demo_layout_door_left_AW_2/seed_114/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s114/runs/demo_layout_door_left_AW_2/seed_114/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s114
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,115,final feasible rank 0-3,23,23,28,1028.691903,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s115/runs/demo_layout_door_left_AW_2/seed_115/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s115/runs/demo_layout_door_left_AW_2/seed_115/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s115
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,116,final feasible rank 0-3,14,14,28,985.6307398,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s116/runs/demo_layout_door_left_AW_2/seed_116/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s116/runs/demo_layout_door_left_AW_2/seed_116/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s116
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,117,final feasible rank 0-3,16,16,28,1043.348512,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s117/runs/demo_layout_door_left_AW_2/seed_117/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s117/runs/demo_layout_door_left_AW_2/seed_117/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s117
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,118,final feasible rank 0-3,14,14,28,879.3027967,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s118/runs/demo_layout_door_left_AW_2/seed_118/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s118/runs/demo_layout_door_left_AW_2/seed_118/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s118
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,119,final feasible rank 0-3,29,29,28,925.2151913,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s119/runs/demo_layout_door_left_AW_2/seed_119/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s119/runs/demo_layout_door_left_AW_2/seed_119/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s119
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,120,final feasible rank 0-3,15,15,28,976.5285933,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s120/runs/demo_layout_door_left_AW_2/seed_120/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s120/runs/demo_layout_door_left_AW_2/seed_120/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s120
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,121,final feasible rank 0-3,23,23,28,969.4281025,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s121/runs/demo_layout_door_left_AW_2/seed_121/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s121/runs/demo_layout_door_left_AW_2/seed_121/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s121
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,122,final feasible rank 0-3,23,23,28,986.3579323,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s122/runs/demo_layout_door_left_AW_2/seed_122/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s122/runs/demo_layout_door_left_AW_2/seed_122/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s122
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,123,final feasible rank 0-3,16,16,28,921.9007417,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s123/runs/demo_layout_door_left_AW_2/seed_123/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s123/runs/demo_layout_door_left_AW_2/seed_123/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s123
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,124,final feasible rank 0-3,28,28,28,855.413447,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s124/runs/demo_layout_door_left_AW_2/seed_124/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s124/runs/demo_layout_door_left_AW_2/seed_124/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s124
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,125,final feasible rank 0-3,19,19,28,876.1635548,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s125/runs/demo_layout_door_left_AW_2/seed_125/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s125/runs/demo_layout_door_left_AW_2/seed_125/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s125
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,126,final feasible rank 0-3,21,21,28,872.4446376,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s126/runs/demo_layout_door_left_AW_2/seed_126/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s126/runs/demo_layout_door_left_AW_2/seed_126/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s126
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,127,final feasible rank 0-3,17,17,28,945.0177827,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s127/runs/demo_layout_door_left_AW_2/seed_127/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s127/runs/demo_layout_door_left_AW_2/seed_127/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s127
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,128,final feasible rank 0-3,21,21,28,917.3431624,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s128/runs/demo_layout_door_left_AW_2/seed_128/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s128/runs/demo_layout_door_left_AW_2/seed_128/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s128
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,129,final feasible rank 0-3,18,18,28,819.1287833,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s129/runs/demo_layout_door_left_AW_2/seed_129/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s129/runs/demo_layout_door_left_AW_2/seed_129/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s129
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,demo_layout_door_left_AW_2,130,final feasible rank 0-3,13,13,28,890.472154,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s130/runs/demo_layout_door_left_AW_2/seed_130/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__DEMO_L_AW2__s130/runs/demo_layout_door_left_AW_2/seed_130/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__DEMO_L_AW2__s130
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,101,final feasible rank 0-3,27,27,30,1086.814919,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s101/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_101/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s101/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_101/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s101
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,102,final feasible rank 0-3,20,20,30,1082.06346,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s102/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_102/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s102/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_102/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s102
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,103,final feasible rank 0-3,27,27,30,1172.67833,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s103/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_103/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s103/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_103/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s103
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,104,final feasible rank 0-3,17,17,30,1039.590756,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s104/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_104/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s104/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_104/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s104
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,105,final feasible rank 0-3,25,25,30,1083.893337,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s105
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,106,final feasible rank 0-3,19,19,30,1008.447083,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s106/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_106/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s106/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_106/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s106
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,107,final feasible rank 0-3,21,21,30,1319.139584,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s107/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_107/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s107/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_107/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s107
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,108,final feasible rank 0-3,22,22,30,1181.785391,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s108/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_108/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s108/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_108/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s108
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,109,final feasible rank 0-3,18,18,30,1237.897891,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s109/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_109/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s109/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_109/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s109
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,110,final feasible rank 0-3,17,17,30,1225.879281,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s110/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_110/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s110/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_110/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s110
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,111,final feasible rank 0-3,25,25,30,1194.421738,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s111
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,112,final feasible rank 0-3,19,19,30,1165.494543,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s112/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_112/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s112/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_112/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s112
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,113,final feasible rank 0-3,24,24,30,950.004939,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s113
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,114,final feasible rank 0-3,21,21,30,1190.43652,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s114/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_114/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s114/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_114/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s114
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,115,final feasible rank 0-3,22,22,30,1423.263514,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s115/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_115/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s115/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_115/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s115
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,116,final feasible rank 0-3,23,23,30,1477.126441,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s116/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_116/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s116/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_116/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s116
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,117,final feasible rank 0-3,26,26,30,1381.524866,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s117
phase12b,V4_no_symmetry_breaking,phase12b,V4_no_symmetry_breaking,p12b/V4_nsb,Gyorgy-KOVACS_WH_Narrow_AW_4,118,final feasible rank 0-3,24,24,30,1511.398572,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p12b/V4_nsb/p12b__V4_nsb__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/run_metadata.json,results\revision_final_30seed_nofg\p12b\V4_nsb\p12b__V4_nsb__KOV_WH_N_AW4__s118
