comparison_group,method_or_variant,source_phase,source_manifest_label,source_relative_root,instance,seed,archive_scope,archive_record_count,unique_signature_count,configured_max_depth,runtime_seconds,archive_index_path,run_metadata_path,manifest_output_dir
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,104,final feasible rank 0-3,36,36,28,95.062791,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s104/runs/AT_S_comercial_layout_AW_3/seed_104/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s104/runs/AT_S_comercial_layout_AW_3/seed_104/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s104
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,105,final feasible rank 0-3,30,30,28,94.2705123,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s105/runs/AT_S_comercial_layout_AW_3/seed_105/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s105/runs/AT_S_comercial_layout_AW_3/seed_105/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s105
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,106,final feasible rank 0-3,34,34,28,93.8917175,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s106/runs/AT_S_comercial_layout_AW_3/seed_106/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s106/runs/AT_S_comercial_layout_AW_3/seed_106/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s106
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,107,final feasible rank 0-3,35,35,28,97.1764787,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s107/runs/AT_S_comercial_layout_AW_3/seed_107/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s107/runs/AT_S_comercial_layout_AW_3/seed_107/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s107
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,108,final feasible rank 0-3,33,33,28,93.0956075,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s108/runs/AT_S_comercial_layout_AW_3/seed_108/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s108/runs/AT_S_comercial_layout_AW_3/seed_108/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s108
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,109,final feasible rank 0-3,35,35,28,103.2700499,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s109/runs/AT_S_comercial_layout_AW_3/seed_109/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s109/runs/AT_S_comercial_layout_AW_3/seed_109/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s109
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,110,final feasible rank 0-3,34,34,28,99.6807334,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s110/runs/AT_S_comercial_layout_AW_3/seed_110/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s110/runs/AT_S_comercial_layout_AW_3/seed_110/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s110
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,111,final feasible rank 0-3,30,30,28,98.9916562,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s111/runs/AT_S_comercial_layout_AW_3/seed_111/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s111/runs/AT_S_comercial_layout_AW_3/seed_111/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s111
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,112,final feasible rank 0-3,35,35,28,97.5088771,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s112/runs/AT_S_comercial_layout_AW_3/seed_112/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s112/runs/AT_S_comercial_layout_AW_3/seed_112/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s112
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,113,final feasible rank 0-3,28,28,28,92.2556853,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s113/runs/AT_S_comercial_layout_AW_3/seed_113/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s113/runs/AT_S_comercial_layout_AW_3/seed_113/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s113
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,114,final feasible rank 0-3,31,31,28,93.0237744,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s114/runs/AT_S_comercial_layout_AW_3/seed_114/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s114/runs/AT_S_comercial_layout_AW_3/seed_114/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s114
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,115,final feasible rank 0-3,25,25,28,99.4774493,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s115/runs/AT_S_comercial_layout_AW_3/seed_115/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s115/runs/AT_S_comercial_layout_AW_3/seed_115/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s115
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,116,final feasible rank 0-3,26,26,28,102.959003,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s116/runs/AT_S_comercial_layout_AW_3/seed_116/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s116/runs/AT_S_comercial_layout_AW_3/seed_116/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s116
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,117,final feasible rank 0-3,31,31,28,96.261526,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s117/runs/AT_S_comercial_layout_AW_3/seed_117/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s117/runs/AT_S_comercial_layout_AW_3/seed_117/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s117
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,118,final feasible rank 0-3,26,26,28,92.3247478,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s118/runs/AT_S_comercial_layout_AW_3/seed_118/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s118/runs/AT_S_comercial_layout_AW_3/seed_118/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s118
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,119,final feasible rank 0-3,30,30,28,105.2651211,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s119/runs/AT_S_comercial_layout_AW_3/seed_119/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s119/runs/AT_S_comercial_layout_AW_3/seed_119/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s119
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,120,final feasible rank 0-3,29,29,28,98.9429712,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s120/runs/AT_S_comercial_layout_AW_3/seed_120/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s120/runs/AT_S_comercial_layout_AW_3/seed_120/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s120
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,121,final feasible rank 0-3,33,33,28,106.3158991,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s121/runs/AT_S_comercial_layout_AW_3/seed_121/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s121/runs/AT_S_comercial_layout_AW_3/seed_121/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s121
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,122,final feasible rank 0-3,27,27,28,93.6224976,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s122/runs/AT_S_comercial_layout_AW_3/seed_122/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s122/runs/AT_S_comercial_layout_AW_3/seed_122/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s122
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,123,final feasible rank 0-3,24,24,28,105.9012446,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s123/runs/AT_S_comercial_layout_AW_3/seed_123/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s123/runs/AT_S_comercial_layout_AW_3/seed_123/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s123
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,124,final feasible rank 0-3,34,34,28,102.3365695,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s124/runs/AT_S_comercial_layout_AW_3/seed_124/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s124/runs/AT_S_comercial_layout_AW_3/seed_124/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s124
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,125,final feasible rank 0-3,35,35,28,107.6386705,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s125/runs/AT_S_comercial_layout_AW_3/seed_125/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s125/runs/AT_S_comercial_layout_AW_3/seed_125/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s125
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,126,final feasible rank 0-3,29,29,28,98.7550552,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s126/runs/AT_S_comercial_layout_AW_3/seed_126/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s126/runs/AT_S_comercial_layout_AW_3/seed_126/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s126
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,127,final feasible rank 0-3,30,30,28,102.646013,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s127/runs/AT_S_comercial_layout_AW_3/seed_127/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s127/runs/AT_S_comercial_layout_AW_3/seed_127/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s127
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,128,final feasible rank 0-3,38,38,28,112.2928157,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s128/runs/AT_S_comercial_layout_AW_3/seed_128/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s128/runs/AT_S_comercial_layout_AW_3/seed_128/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s128
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,129,final feasible rank 0-3,26,26,28,106.7962514,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s129/runs/AT_S_comercial_layout_AW_3/seed_129/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s129/runs/AT_S_comercial_layout_AW_3/seed_129/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s129
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,AT_S_comercial_layout_AW_3,130,final feasible rank 0-3,34,34,28,113.5992308,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s130/runs/AT_S_comercial_layout_AW_3/seed_130/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__AT_S_AW3__s130/runs/AT_S_comercial_layout_AW_3/seed_130/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s130
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,101,final feasible rank 0-3,8,8,28,692.4240807,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s101/runs/demo_layout_door_left_AW_2/seed_101/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s101/runs/demo_layout_door_left_AW_2/seed_101/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s101
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,102,final feasible rank 0-3,23,23,28,708.0499713,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s102/runs/demo_layout_door_left_AW_2/seed_102/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s102/runs/demo_layout_door_left_AW_2/seed_102/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s102
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,103,final feasible rank 0-3,16,16,28,716.7093335,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s103/runs/demo_layout_door_left_AW_2/seed_103/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s103/runs/demo_layout_door_left_AW_2/seed_103/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s103
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,104,final feasible rank 0-3,16,16,28,700.5792019,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s104/runs/demo_layout_door_left_AW_2/seed_104/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s104/runs/demo_layout_door_left_AW_2/seed_104/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s104
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,105,final feasible rank 0-3,11,11,28,692.6565441,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s105/runs/demo_layout_door_left_AW_2/seed_105/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s105/runs/demo_layout_door_left_AW_2/seed_105/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s105
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,106,final feasible rank 0-3,18,18,28,694.7846147,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s106/runs/demo_layout_door_left_AW_2/seed_106/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s106/runs/demo_layout_door_left_AW_2/seed_106/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s106
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,107,final feasible rank 0-3,14,14,28,660.7572777,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s107/runs/demo_layout_door_left_AW_2/seed_107/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s107/runs/demo_layout_door_left_AW_2/seed_107/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s107
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,108,final feasible rank 0-3,22,22,28,697.5629667,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s108/runs/demo_layout_door_left_AW_2/seed_108/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s108/runs/demo_layout_door_left_AW_2/seed_108/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s108
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,109,final feasible rank 0-3,13,13,28,697.9402724,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s109/runs/demo_layout_door_left_AW_2/seed_109/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s109/runs/demo_layout_door_left_AW_2/seed_109/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s109
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,110,final feasible rank 0-3,17,17,28,734.1633381,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s110/runs/demo_layout_door_left_AW_2/seed_110/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s110/runs/demo_layout_door_left_AW_2/seed_110/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s110
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,111,final feasible rank 0-3,14,14,28,757.882847,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s111/runs/demo_layout_door_left_AW_2/seed_111/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s111/runs/demo_layout_door_left_AW_2/seed_111/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s111
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,112,final feasible rank 0-3,13,13,28,840.3625766,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s112/runs/demo_layout_door_left_AW_2/seed_112/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s112/runs/demo_layout_door_left_AW_2/seed_112/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s112
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,113,final feasible rank 0-3,19,19,28,794.4265101,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s113/runs/demo_layout_door_left_AW_2/seed_113/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s113/runs/demo_layout_door_left_AW_2/seed_113/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s113
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,114,final feasible rank 0-3,11,11,28,815.3238736,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s114/runs/demo_layout_door_left_AW_2/seed_114/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s114/runs/demo_layout_door_left_AW_2/seed_114/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s114
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,115,final feasible rank 0-3,21,21,28,782.6515418,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s115/runs/demo_layout_door_left_AW_2/seed_115/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s115/runs/demo_layout_door_left_AW_2/seed_115/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s115
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,116,final feasible rank 0-3,21,21,28,852.047016,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s116/runs/demo_layout_door_left_AW_2/seed_116/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s116/runs/demo_layout_door_left_AW_2/seed_116/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s116
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,117,final feasible rank 0-3,20,20,28,848.4532689,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s117/runs/demo_layout_door_left_AW_2/seed_117/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s117/runs/demo_layout_door_left_AW_2/seed_117/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s117
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,118,final feasible rank 0-3,12,12,28,869.9854485,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s118/runs/demo_layout_door_left_AW_2/seed_118/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s118/runs/demo_layout_door_left_AW_2/seed_118/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s118
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,119,final feasible rank 0-3,12,12,28,822.1676682,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s119/runs/demo_layout_door_left_AW_2/seed_119/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s119/runs/demo_layout_door_left_AW_2/seed_119/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s119
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,120,final feasible rank 0-3,14,14,28,862.3002455,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s120/runs/demo_layout_door_left_AW_2/seed_120/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s120/runs/demo_layout_door_left_AW_2/seed_120/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s120
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,121,final feasible rank 0-3,23,23,28,964.1876044,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s121/runs/demo_layout_door_left_AW_2/seed_121/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s121/runs/demo_layout_door_left_AW_2/seed_121/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s121
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,122,final feasible rank 0-3,14,14,28,883.6834973,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s122/runs/demo_layout_door_left_AW_2/seed_122/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s122/runs/demo_layout_door_left_AW_2/seed_122/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s122
phase11,random_restart_bs,phase11,random_restart_bs,p11/rrbs,demo_layout_door_left_AW_2,123,final feasible rank 0-3,8,8,28,935.0363677,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s123/runs/demo_layout_door_left_AW_2/seed_123/final_ranked_layouts_index.json,results/revision_final_30seed_nofg/p11/rrbs/p11__rrbs__DEMO_L_AW2__s123/runs/demo_layout_door_left_AW_2/seed_123/run_metadata.json,results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__DEMO_L_AW2__s123
