variant,hv_mean,hv_std,igd_plus_mean,igd_plus_std,osd_mean,osd_std,unique_per_run_mean,unique_per_run_std,total_final_rank_0_3_archive_entries,unique_signatures_cross_seed,cross_seed_rediscovery_ratio,runtime_mean_seconds,runtime_std_seconds,v0_source_note
V0_full_proposed,1.0464769753264271,0.22566475995652438,0.13467194158461698,0.16551362908983416,0.2382878955971531,0.18093605875549476,21.183333333333334,4.32888157452644,2542,208,0.918174665617624,1102.4385377275,723.5119427573467,reused Phase-11 proposed raw archives
V1_fixed_sorting,0.9133095870087691,0.3142103100809692,0.2218772312223223,0.23698143778770725,0.331466908433461,0.17928577681963873,18.083333333333332,3.5232322185894085,2170,131,0.93963133640553,1074.7178725316667,600.6894659439631,
V2_fixed_weights,1.0258139559155202,0.23775509181004134,0.14780540522782804,0.17523755142330283,0.2499849619751058,0.18230149245951935,20.2,4.281286227841568,2424,194,0.91996699669967,985.191969545,522.494924255005,
V3_uniform_mutation,1.0435129349774448,0.22101293481565487,0.1355954204365147,0.1648096699934832,0.23399751524010248,0.17101726887298166,21.108333333333334,4.5812842376463,2533,223,0.9119621002763522,926.6890115641667,489.8253528112242,
V4_no_symmetry_breaking,1.0194650437546975,0.24170941936917403,0.15186689217841873,0.1835762819239475,0.239638671977399,0.17630752517772555,20.65,3.9697384711605075,2478,230,0.9071832122679581,880.5471538733334,465.7053290168709,
V5_random_feasible_start_spacing,1.013932384981676,0.2746895701242296,0.1679751101976259,0.2207982074179545,0.26251358479810133,0.16345223947586848,22.383333333333333,5.460605029015848,2686,306,0.8860759493670887,848.2279149624999,474.640075862886,
