scope,instance,metric,method1,method2,pairing_key,n_pairs,method1_mean,method2_mean,wilcoxon_statistic,p_value_raw,zero_method,alternative,preferred_direction,rank_biserial_method1_preferred,method1_wins,ties,method1_losses,method1_win_proportion,tie_proportion,method1_loss_proportion,raw_mean_difference_method1_minus_method2,holm_family,independence_note,p_value_holm
per_instance_primary,demo_layout_door_left_AW_2,runtime_seconds,proposed_nsga2_bs,random_restart_bs,seed,30,1128.5987141266667,809.9585354433333,0.0,1.862645149230957e-09,wilcox,two-sided,lower,-1.0,0,0,30,0.0,0.0,1.0,318.6401786833333,"three Phase-11 method pairs within metric=runtime_seconds, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,5.587935447692871e-09
per_instance_primary,demo_layout_door_left_AW_2,runtime_seconds,random_restart_bs,bs_only_direct,seed,30,809.9585354433333,99.27748462000002,0.0,1.862645149230957e-09,wilcox,two-sided,lower,-1.0,0,0,30,0.0,0.0,1.0,710.6810508233335,"three Phase-11 method pairs within metric=runtime_seconds, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,5.587935447692871e-09
per_instance_primary,demo_layout_door_left_AW_2,seed_exclusive_signature_count,proposed_nsga2_bs,bs_only_direct,seed,30,0.8666666666666667,0.0,0.0,0.0046709057429699845,wilcox,two-sided,higher,1.0,10,20,0,0.3333333333333333,0.6666666666666666,0.0,0.8666666666666667,"three Phase-11 method pairs within metric=seed_exclusive_signature_count, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.014012717228909954
per_instance_primary,demo_layout_door_left_AW_2,seed_exclusive_signature_count,proposed_nsga2_bs,random_restart_bs,seed,30,0.8666666666666667,0.4666666666666667,30.0,0.15100014905539091,wilcox,two-sided,higher,0.42857142857142855,9,16,5,0.3,0.5333333333333333,0.16666666666666666,0.4,"three Phase-11 method pairs within metric=seed_exclusive_signature_count, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.15100014905539091
per_instance_primary,demo_layout_door_left_AW_2,seed_exclusive_signature_count,random_restart_bs,bs_only_direct,seed,30,0.4666666666666667,0.0,0.0,0.02354410241255278,wilcox,two-sided,higher,1.0,6,24,0,0.2,0.8,0.0,0.4666666666666667,"three Phase-11 method pairs within metric=seed_exclusive_signature_count, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.04708820482510556
per_instance_primary,demo_layout_door_left_AW_2,seed_rediscovered_signature_ratio,proposed_nsga2_bs,bs_only_direct,seed,30,0.960893100551287,1.0,0.0,0.005062032126267865,wilcox,two-sided,lower,1.0,10,20,0,0.3333333333333333,0.6666666666666666,0.0,-0.03910689944871306,"three Phase-11 method pairs within metric=seed_rediscovered_signature_ratio, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.015186096378803596
per_instance_primary,demo_layout_door_left_AW_2,seed_rediscovered_signature_ratio,proposed_nsga2_bs,random_restart_bs,seed,30,0.960893100551287,0.9748286435786436,43.0,0.3341793830599732,wilcox,two-sided,lower,0.2833333333333333,9,15,6,0.3,0.5,0.2,-0.013935543027356641,"three Phase-11 method pairs within metric=seed_rediscovered_signature_ratio, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.3341793830599732
per_instance_primary,demo_layout_door_left_AW_2,seed_rediscovered_signature_ratio,random_restart_bs,bs_only_direct,seed,30,0.9748286435786436,1.0,0.0,0.027281171477617997,wilcox,two-sided,lower,1.0,6,24,0,0.2,0.8,0.0,-0.025171356421356424,"three Phase-11 method pairs within metric=seed_rediscovered_signature_ratio, instance=demo_layout_door_left_AW_2",30 matched seeds within one warehouse instance,0.054562342955235994
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,hypervolume,proposed_nsga2_bs,bs_only_direct,seed,30,1.0797980943766021,0.08211876978742659,0.0,6.027159785493831e-07,wilcox,two-sided,higher,1.0,30,0,0,1.0,0.0,0.0,0.9976793245891759,"three Phase-11 method pairs within metric=hypervolume, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,1.2054319570987663e-06
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,hypervolume,proposed_nsga2_bs,random_restart_bs,seed,30,1.0797980943766021,1.3310000000000008,0.0,0.007420961287866498,wilcox,two-sided,higher,-1.0,0,21,9,0.0,0.7,0.3,-0.25120190562339817,"three Phase-11 method pairs within metric=hypervolume, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,0.007420961287866498
