comparison_group,instance,method_or_variant,seed,seed_archive_signature_count,seed_exclusive_signature_count,seed_rediscovered_signature_count,seed_rediscovered_signature_ratio,definition
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,bs_only_direct,127,10,0,10,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,bs_only_direct,128,10,0,10,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,bs_only_direct,129,10,0,10,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,bs_only_direct,130,10,0,10,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,101,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,102,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,103,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,104,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,105,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,106,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,107,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,108,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,109,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,110,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,111,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,112,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,113,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,114,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,115,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,116,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,117,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,118,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,119,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,120,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,121,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,122,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,123,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,124,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,125,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,126,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,127,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,128,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,129,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,bs_only_direct,130,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,101,32,0,32,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,102,36,0,36,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,103,32,1,31,0.96875,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,104,36,0,36,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,105,30,0,30,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,106,34,2,32,0.9411764705882353,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,107,35,0,35,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,108,33,0,33,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,109,35,0,35,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,110,34,0,34,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,111,30,0,30,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,112,35,0,35,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,113,28,0,28,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,114,31,0,31,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,115,25,2,23,0.92,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,116,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,117,31,0,31,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,118,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,119,30,0,30,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,120,29,0,29,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,121,33,0,33,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,122,27,1,26,0.9629629629629629,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,123,24,1,23,0.9583333333333334,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,124,34,1,33,0.9705882352941176,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,125,35,0,35,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,126,29,0,29,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,127,30,0,30,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,128,38,0,38,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,129,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,AT_S_comercial_layout_AW_3,random_restart_bs,130,34,0,34,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,101,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,102,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,103,16,0,16,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,104,16,1,15,0.9375,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,105,11,1,10,0.9090909090909091,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,106,18,0,18,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,107,14,0,14,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,108,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,109,13,0,13,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,110,17,0,17,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,111,14,0,14,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,112,13,0,13,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,113,19,0,19,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,114,11,0,11,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,115,21,4,17,0.8095238095238095,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,116,21,1,20,0.9523809523809523,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,117,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,118,12,0,12,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,119,12,0,12,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,120,14,0,14,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,121,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,122,14,0,14,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,123,8,0,8,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,124,13,0,13,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,125,12,0,12,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,126,11,1,10,0.9090909090909091,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,127,22,6,16,0.7272727272727273,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,128,10,0,10,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,129,17,0,17,1.0,order-invariant within method and instance across seeds 101-130
phase11,demo_layout_door_left_AW_2,random_restart_bs,130,17,0,17,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,101,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,102,22,1,21,0.9545454545454546,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,103,27,0,27,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,104,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,105,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,106,24,2,22,0.9166666666666666,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,107,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,108,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,109,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,110,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,111,27,1,26,0.9629629629629629,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,112,25,0,25,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,113,27,0,27,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,114,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,115,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,116,27,0,27,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,117,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,118,25,0,25,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,119,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,120,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,121,25,0,25,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,122,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,123,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,124,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,125,25,0,25,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,126,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,127,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,128,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,129,27,0,27,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Narrow_AW_4,random_restart_bs,130,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,101,23,0,23,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,102,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,103,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,104,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,105,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,106,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,107,28,0,28,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,108,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,109,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,110,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,111,23,2,21,0.9130434782608695,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,112,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,113,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,114,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,115,26,2,24,0.9230769230769231,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,116,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,117,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,118,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,119,25,0,25,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,120,24,0,24,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,121,24,2,22,0.9166666666666666,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,122,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,123,30,0,30,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,124,21,0,21,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,125,23,1,22,0.9565217391304348,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,126,22,0,22,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,127,25,2,23,0.92,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,128,26,0,26,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,129,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
phase11,Gyorgy-KOVACS_WH_Wide_AW_5,random_restart_bs,130,20,0,20,1.0,order-invariant within method and instance across seeds 101-130
