variant,hv_mean,hv_std,igd_plus_mean,igd_plus_std,osd_mean,osd_std,unique_per_run_mean,unique_per_run_std,total_final_rank_0_3_archive_entries,unique_signatures_cross_seed,cross_seed_rediscovery_ratio,runtime_mean_seconds,runtime_std_seconds,v0_source_note
V0_full_proposed,1.0847679501792336,0.26267243856552414,0.11227247972794821,0.179673141261601,0.26694597813422344,0.20046908346678088,21.183333333333334,4.32888157452644,2542,208,0.918174665617624,1102.4385377275,723.5119427573467,reused Phase-11 proposed raw archives
V6_depth15_beam_default,1.0847679501792336,0.26267243856552414,0.11227247972794821,0.179673141261601,0.26694597813422344,0.20046908346678088,21.183333333333334,4.32888157452644,2542,208,0.918174665617624,1013.4042966741667,534.731316616229,
V7_beam_plus1_depth_default,1.1316330921575515,0.22696376121856615,0.08701395076165855,0.14742909578673805,0.232732447354311,0.1834146730705405,24.658333333333335,6.703186039580917,2959,273,0.9077391010476512,1133.9474332575,600.2054044067196,
