phase,method_or_variant,method_label,instance,instance_label,seed,index,hypervolume,carried_forward
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,118,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,119,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,120,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,121,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,122,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,123,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,124,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,125,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,126,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,127,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,128,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,129,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,AT_S_comercial_layout_AW_3,Atefeh,130,0,0.6028795534665102,False
phase11,bs_only_direct,BS-only,Gyorgy-KOVACS_WH_Narrow_AW_4,Kov-1-O-w4,101,0,0.08211876978742659,False
phase11,bs_only_direct,BS-only,Gyorgy-KOVACS_WH_Narrow_AW_4,Kov-1-O-w4,102,0,0.08211876978742659,False
phase11,bs_only_direct,BS-only,Gyorgy-KOVACS_WH_Narrow_AW_4,Kov-1-O-w4,103,0,0.08211876978742659,False
phase11,bs_only_direct,BS-only,Gyorgy-KOVACS_WH_Narrow_AW_4,Kov-1-O-w4,104,0,0.08211876978742659,False
phase11,bs_only_direct,BS-only,Gyorgy-KOVACS_WH_Narrow_AW_4,Kov-1-O-w4,105,0,0.08211876978742659,False
