phase,method_or_variant,instance,seed,generation_objectives_csv,row_count
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,102,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s102\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_102\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,103,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s103\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_103\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,104,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s104\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_104\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,105,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s105\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_105\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,106,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s106\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_106\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,107,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s107\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_107\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,108,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s108\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_108\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,109,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s109\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_109\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,110,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s110\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_110\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,111,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s111\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_111\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,112,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s112\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_112\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,113,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s113\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_113\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,114,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s114\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_114\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,115,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s115\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_115\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,116,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s116\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_116\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,117,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s117\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_117\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,118,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s118\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_118\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,119,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s119\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_119\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,120,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s120\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_120\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,121,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s121\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_121\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,122,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s122\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_122\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,123,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s123\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_123\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,124,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s124\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_124\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,125,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s125\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_125\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,126,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s126\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_126\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,127,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s127\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_127\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,128,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s128\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_128\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,129,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s129\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_129\generation_objectives.csv,1
phase11,bs_only_direct,Gyorgy-KOVACS_WH_Narrow_AW_4,130,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\bsonly\p11__bsonly__KOV_WH_N_AW4__s130\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_130\generation_objectives.csv,1
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,101,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s101\runs\AT_S_comercial_layout_AW_3\seed_101\generation_objectives.csv,6
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,102,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s102\runs\AT_S_comercial_layout_AW_3\seed_102\generation_objectives.csv,8
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,103,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s103\runs\AT_S_comercial_layout_AW_3\seed_103\generation_objectives.csv,12
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,104,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s104\runs\AT_S_comercial_layout_AW_3\seed_104\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,105,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s105\runs\AT_S_comercial_layout_AW_3\seed_105\generation_objectives.csv,5
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,106,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s106\runs\AT_S_comercial_layout_AW_3\seed_106\generation_objectives.csv,7
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,107,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s107\runs\AT_S_comercial_layout_AW_3\seed_107\generation_objectives.csv,8
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,108,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s108\runs\AT_S_comercial_layout_AW_3\seed_108\generation_objectives.csv,8
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,109,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s109\runs\AT_S_comercial_layout_AW_3\seed_109\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,110,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s110\runs\AT_S_comercial_layout_AW_3\seed_110\generation_objectives.csv,11
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,111,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s111\runs\AT_S_comercial_layout_AW_3\seed_111\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,112,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s112\runs\AT_S_comercial_layout_AW_3\seed_112\generation_objectives.csv,6
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,113,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s113\runs\AT_S_comercial_layout_AW_3\seed_113\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,114,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s114\runs\AT_S_comercial_layout_AW_3\seed_114\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,115,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s115\runs\AT_S_comercial_layout_AW_3\seed_115\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,116,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s116\runs\AT_S_comercial_layout_AW_3\seed_116\generation_objectives.csv,5
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,117,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s117\runs\AT_S_comercial_layout_AW_3\seed_117\generation_objectives.csv,6
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,118,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s118\runs\AT_S_comercial_layout_AW_3\seed_118\generation_objectives.csv,8
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,119,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s119\runs\AT_S_comercial_layout_AW_3\seed_119\generation_objectives.csv,6
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,120,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s120\runs\AT_S_comercial_layout_AW_3\seed_120\generation_objectives.csv,10
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,121,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s121\runs\AT_S_comercial_layout_AW_3\seed_121\generation_objectives.csv,5
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,122,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s122\runs\AT_S_comercial_layout_AW_3\seed_122\generation_objectives.csv,10
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,123,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s123\runs\AT_S_comercial_layout_AW_3\seed_123\generation_objectives.csv,9
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,124,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s124\runs\AT_S_comercial_layout_AW_3\seed_124\generation_objectives.csv,8
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,125,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s125\runs\AT_S_comercial_layout_AW_3\seed_125\generation_objectives.csv,12
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,126,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s126\runs\AT_S_comercial_layout_AW_3\seed_126\generation_objectives.csv,5
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,127,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s127\runs\AT_S_comercial_layout_AW_3\seed_127\generation_objectives.csv,5
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,128,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s128\runs\AT_S_comercial_layout_AW_3\seed_128\generation_objectives.csv,12
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,129,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s129\runs\AT_S_comercial_layout_AW_3\seed_129\generation_objectives.csv,4
phase11,random_restart_bs,AT_S_comercial_layout_AW_3,130,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__AT_S_AW3__s130\runs\AT_S_comercial_layout_AW_3\seed_130\generation_objectives.csv,10
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,102,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s102\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_102\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,103,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s103\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_103\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,104,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s104\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_104\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,105,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s105\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_105\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,106,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s106\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_106\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,107,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s107\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_107\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,108,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s108\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_108\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,109,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s109\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_109\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,110,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s110\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_110\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,111,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s111\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_111\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,112,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s112\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_112\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,113,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s113\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_113\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,114,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s114\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_114\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,115,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s115\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_115\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,116,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s116\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_116\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,117,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s117\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_117\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,118,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s118\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_118\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,119,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s119\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_119\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,120,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s120\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_120\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,121,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s121\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_121\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,122,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s122\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_122\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,123,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s123\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_123\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,124,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s124\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_124\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,125,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s125\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_125\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,126,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s126\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_126\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,127,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s127\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_127\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,128,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s128\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_128\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,129,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s129\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_129\generation_objectives.csv,1
phase11,random_restart_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,130,C:\Users\elahi\Desktop\WHL_Opt_wd_OPL\results\revision_final_30seed_nofg\p11\rrbs\p11__rrbs__KOV_WH_N_AW4__s130\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_130\generation_objectives.csv,1
