run_id,method,method_or_variant,instance,seed,total_runtime_seconds,initialization_time_seconds,nsga_selection_time_seconds,nsga_crossover_time_seconds,nsga_mutation_time_seconds,nsga_operator_time_seconds,nsga_survivor_selection_time_seconds,beam_decode_time_seconds,beam_expansion_time_seconds,beam_child_generation_time_seconds,feasibility_filter_time_seconds,objective_evaluation_time_seconds,nondominated_sorting_time_seconds,crowding_distance_time_seconds,archive_dedup_time_seconds,archive_write_time_seconds,io_write_time_seconds,other_time_seconds,ranking_archive_time_seconds,io_time_seconds,profile_granularity,profiling_note
proposed_nsga2_bs_demo_layout_door_left_AW_2_seed_102,proposed_nsga2_bs,V2_fixed_weights,demo_layout_door_left_AW_2,102,1122.9791536999983,0.05588819999684347,0.0,0.0,0.0,0.1836431999981869,0.032388699997682124,0.09400730003835633,1117.4129555000109,0.0,1.8021555999293923,2.892724700002873,0.0,0.0,0.0049010000002454035,0.45293300000048475,0.01877999999851454,0.028776500024832785,0.4902226999984123,0.01877999999851454,light,"Light timing only; proposed runs split Beam Search expansion, feasibility checks, and objective metric extraction when profile-light is enabled. Nondominated sorting and crowding remain grouped with survivor/archive timing."
