regime,lambda_case_id,lambda_depth,lambda_level,selection_label,workload_seed_id,rng_seed,orders_count,order_lines_count,mean_order_lambda_access_effort_sum,mean_order_lambda_access_effort_mean,mean_line_lambda_access_effort,seed_status,seed_warning
A,A1_baseline,1,1,L4,26,20260643,1000,3002,0.641440909091,0.206864458874,0.213671188904,ok,
A,A1_baseline,1,1,L4,27,20260644,1000,2996,0.64243961039,0.217815162338,0.214432446726,ok,
A,A1_baseline,1,1,L4,28,20260645,1000,2993,0.593767532468,0.194993528139,0.198385410113,ok,
A,A1_baseline,1,1,L4,29,20260646,1000,2966,0.579618181818,0.193821482684,0.195420830013,ok,
A,A1_baseline,1,1,L4,30,20260647,1000,2986,0.580524025974,0.18981034632,0.194415279965,ok,
A,A3_lower_depth_penalty,0.5,1,L1,1,20260618,1000,3046,0.53850487013,0.17487034632,0.17679083064,ok,
A,A3_lower_depth_penalty,0.5,1,L1,2,20260619,1000,3031,0.586049350649,0.189522510823,0.193351814797,ok,
A,A3_lower_depth_penalty,0.5,1,L1,3,20260620,1000,2988,0.554362012987,0.184213874459,0.185529455484,ok,
A,A3_lower_depth_penalty,0.5,1,L1,4,20260621,1000,3085,0.54925,0.177659253247,0.178038897893,ok,
A,A3_lower_depth_penalty,0.5,1,L1,5,20260622,1000,3039,0.545153896104,0.18074538961,0.179385948043,ok,
A,A3_lower_depth_penalty,0.5,1,L1,6,20260623,1000,3009,0.549091558442,0.178155968615,0.18248307027,ok,
A,A3_lower_depth_penalty,0.5,1,L1,7,20260624,1000,2998,0.541709415584,0.17910909632,0.180690265372,ok,
A,A3_lower_depth_penalty,0.5,1,L1,8,20260625,1000,2990,0.553520454545,0.188778024892,0.185123897841,ok,
A,A3_lower_depth_penalty,0.5,1,L1,9,20260626,1000,2976,0.552682467533,0.186102765152,0.185713194735,ok,
A,A3_lower_depth_penalty,0.5,1,L1,10,20260627,1000,3017,0.552248376623,0.187109572511,0.183045534181,ok,
A,A3_lower_depth_penalty,0.5,1,L1,11,20260628,1000,3010,0.589662987013,0.199852148268,0.195901324589,ok,
A,A3_lower_depth_penalty,0.5,1,L1,12,20260629,1000,2972,0.557177272727,0.189695595238,0.187475529181,ok,
A,A3_lower_depth_penalty,0.5,1,L1,13,20260630,1000,3021,0.551089935065,0.181435887446,0.182419707072,ok,
A,A3_lower_depth_penalty,0.5,1,L1,14,20260631,1000,2940,0.570185714286,0.187934134199,0.193940719145,ok,
A,A3_lower_depth_penalty,0.5,1,L1,15,20260632,1000,3091,0.588504545455,0.187525530303,0.19039292962,ok,
A,A3_lower_depth_penalty,0.5,1,L1,16,20260633,1000,3034,0.531917857143,0.172013327922,0.175319003673,ok,
A,A3_lower_depth_penalty,0.5,1,L1,17,20260634,1000,3025,0.529482467532,0.180426044372,0.175035526457,ok,
A,A3_lower_depth_penalty,0.5,1,L1,18,20260635,1000,2996,0.542487012987,0.191839193723,0.181070431571,ok,
A,A3_lower_depth_penalty,0.5,1,L1,19,20260636,1000,3037,0.567610714286,0.180592180736,0.186898490051,ok,
A,A3_lower_depth_penalty,0.5,1,L1,20,20260637,1000,3018,0.558124025974,0.176136688312,0.184931751482,ok,
A,A3_lower_depth_penalty,0.5,1,L1,21,20260638,1000,2998,0.551675,0.185308143939,0.184014342895,ok,
A,A3_lower_depth_penalty,0.5,1,L1,22,20260639,1000,2974,0.542441558442,0.17598030303,0.182394606066,ok,
A,A3_lower_depth_penalty,0.5,1,L1,23,20260640,1000,3106,0.585474025974,0.189911856061,0.18849775466,ok,
A,A3_lower_depth_penalty,0.5,1,L1,24,20260641,1000,3096,0.590130519481,0.19427534632,0.190610632907,ok,
A,A3_lower_depth_penalty,0.5,1,L1,25,20260642,1000,2954,0.539387337662,0.178642088745,0.182595578085,ok,
A,A3_lower_depth_penalty,0.5,1,L1,26,20260643,1000,3002,0.571329545455,0.184914134199,0.190316304282,ok,
A,A3_lower_depth_penalty,0.5,1,L1,27,20260644,1000,2996,0.572428896104,0.194164485931,0.191064384547,ok,
A,A3_lower_depth_penalty,0.5,1,L1,28,20260645,1000,2993,0.532133116883,0.174716396104,0.177792554923,ok,
A,A3_lower_depth_penalty,0.5,1,L1,29,20260646,1000,2966,0.519979220779,0.174158338745,0.17531329089,ok,
A,A3_lower_depth_penalty,0.5,1,L1,30,20260647,1000,2986,0.522375,0.171354480519,0.174941393168,ok,
A,A3_lower_depth_penalty,0.5,1,L2,1,20260618,1000,3046,0.635711688312,0.20576525974,0.208703771606,ok,
A,A3_lower_depth_penalty,0.5,1,L2,2,20260619,1000,3031,0.696481818182,0.227754155844,0.229786149186,ok,
A,A3_lower_depth_penalty,0.5,1,L2,3,20260620,1000,2988,0.65758961039,0.217524675325,0.220076844173,ok,
A,A3_lower_depth_penalty,0.5,1,L2,4,20260621,1000,3085,0.640616883117,0.206941406927,0.20765539161,ok,
A,A3_lower_depth_penalty,0.5,1,L2,5,20260622,1000,3039,0.647081818182,0.213852164502,0.212925902659,ok,
A,A3_lower_depth_penalty,0.5,1,L2,6,20260623,1000,3009,0.654401298702,0.213067142857,0.217481322267,ok,
A,A3_lower_depth_penalty,0.5,1,L2,7,20260624,1000,2998,0.645709090909,0.215352489178,0.21537995027,ok,
A,A3_lower_depth_penalty,0.5,1,L2,8,20260625,1000,2990,0.653020779221,0.222586753247,0.218401598402,ok,
A,A3_lower_depth_penalty,0.5,1,L2,9,20260626,1000,2976,0.659698701299,0.220612813853,0.221672950705,ok,
A,A3_lower_depth_penalty,0.5,1,L2,10,20260627,1000,3017,0.656905194806,0.221683290043,0.217734569044,ok,
A,A3_lower_depth_penalty,0.5,1,L2,11,20260628,1000,3010,0.69575974026,0.234527857143,0.231149415369,ok,
A,A3_lower_depth_penalty,0.5,1,L2,12,20260629,1000,2972,0.664866233767,0.226733874459,0.223710038279,ok,
A,A3_lower_depth_penalty,0.5,1,L2,13,20260630,1000,3021,0.656423376624,0.216125497836,0.217286784715,ok,
A,A3_lower_depth_penalty,0.5,1,L2,14,20260631,1000,2940,0.673012987013,0.222939588745,0.228915981977,ok,
A,A3_lower_depth_penalty,0.5,1,L2,15,20260632,1000,3091,0.697896103896,0.221957813853,0.225783275282,ok,
A,A3_lower_depth_penalty,0.5,1,L2,16,20260633,1000,3034,0.629944155845,0.204436969697,0.207628264945,ok,
A,A3_lower_depth_penalty,0.5,1,L2,17,20260634,1000,3025,0.636867532468,0.215537337662,0.210534721477,ok,
A,A3_lower_depth_penalty,0.5,1,L2,18,20260635,1000,2996,0.643931168832,0.226537056277,0.214930296673,ok,
A,A3_lower_depth_penalty,0.5,1,L2,19,20260636,1000,3037,0.673362337663,0.215274199134,0.221719571176,ok,
A,A3_lower_depth_penalty,0.5,1,L2,20,20260637,1000,3018,0.658551948052,0.208369935065,0.218208067612,ok,
A,A3_lower_depth_penalty,0.5,1,L2,21,20260638,1000,2998,0.658328571429,0.220754004329,0.219589249976,ok,
A,A3_lower_depth_penalty,0.5,1,L2,22,20260639,1000,2974,0.642027272728,0.209311406927,0.215880051354,ok,
A,A3_lower_depth_penalty,0.5,1,L2,23,20260640,1000,3106,0.686711688312,0.223558896104,0.221091979495,ok,
A,A3_lower_depth_penalty,0.5,1,L2,24,20260641,1000,3096,0.691218181819,0.226906623377,0.223261686634,ok,
A,A3_lower_depth_penalty,0.5,1,L2,25,20260642,1000,2954,0.646297402598,0.214407316017,0.218787204671,ok,
A,A3_lower_depth_penalty,0.5,1,L2,26,20260643,1000,3002,0.676115584416,0.219332034632,0.225221713663,ok,
A,A3_lower_depth_penalty,0.5,1,L2,27,20260644,1000,2996,0.673007792208,0.227072424243,0.224635444662,ok,
A,A3_lower_depth_penalty,0.5,1,L2,28,20260645,1000,2993,0.6396,0.212721406927,0.213698630137,ok,
A,A3_lower_depth_penalty,0.5,1,L2,29,20260646,1000,2966,0.620718181819,0.206438852814,0.20927787654,ok,
A,A3_lower_depth_penalty,0.5,1,L2,30,20260647,1000,2986,0.615733766234,0.201531298701,0.206206887553,ok,
A,A3_lower_depth_penalty,0.5,1,L3,1,20260618,1000,3046,0.508357467532,0.163606190476,0.166893456183,ok,
A,A3_lower_depth_penalty,0.5,1,L3,2,20260619,1000,3031,0.557405194805,0.181491715368,0.18390141696,ok,
A,A3_lower_depth_penalty,0.5,1,L3,3,20260620,1000,2988,0.528593181818,0.175178019481,0.176905348667,ok,
A,A3_lower_depth_penalty,0.5,1,L3,4,20260621,1000,3085,0.522376623377,0.169463982684,0.169327916816,ok,
A,A3_lower_depth_penalty,0.5,1,L3,5,20260622,1000,3039,0.519563961039,0.17198232684,0.170965436341,ok,
A,A3_lower_depth_penalty,0.5,1,L3,6,20260623,1000,3009,0.515213961039,0.167935963203,0.171224314071,ok,
A,A3_lower_depth_penalty,0.5,1,L3,7,20260624,1000,2998,0.522777272727,0.172218717532,0.174375341137,ok,
A,A3_lower_depth_penalty,0.5,1,L3,8,20260625,1000,2990,0.511366233766,0.173612332251,0.171025496243,ok,
A,A3_lower_depth_penalty,0.5,1,L3,9,20260626,1000,2976,0.523108441558,0.176420064935,0.175775686008,ok,
A,A3_lower_depth_penalty,0.5,1,L3,10,20260627,1000,3017,0.522639935065,0.17940405303,0.173231665583,ok,
A,A3_lower_depth_penalty,0.5,1,L3,11,20260628,1000,3010,0.55669025974,0.187623441558,0.184946930146,ok,
A,A3_lower_depth_penalty,0.5,1,L3,12,20260629,1000,2972,0.531260714286,0.182028262987,0.178755287445,ok,
A,A3_lower_depth_penalty,0.5,1,L3,13,20260630,1000,3021,0.513325974026,0.170080449134,0.169919223445,ok,
A,A3_lower_depth_penalty,0.5,1,L3,14,20260631,1000,2940,0.537462012987,0.175471542208,0.182810208499,ok,
A,A3_lower_depth_penalty,0.5,1,L3,15,20260632,1000,3091,0.548656168831,0.174337164502,0.17750118694,ok,
A,A3_lower_depth_penalty,0.5,1,L3,16,20260633,1000,3034,0.486800974026,0.160127445887,0.160448574168,ok,
A,A3_lower_depth_penalty,0.5,1,L3,17,20260634,1000,3025,0.492453246753,0.167388809524,0.162794461737,ok,
A,A3_lower_depth_penalty,0.5,1,L3,18,20260635,1000,2996,0.515478896104,0.181693685065,0.17205570631,ok,
A,A3_lower_depth_penalty,0.5,1,L3,19,20260636,1000,3037,0.541976298701,0.170499935065,0.178457786862,ok,
A,A3_lower_depth_penalty,0.5,1,L3,20,20260637,1000,3018,0.528537662338,0.166511325758,0.175128450079,ok,
A,A3_lower_depth_penalty,0.5,1,L3,21,20260638,1000,2998,0.534517857143,0.178651628788,0.178291480034,ok,
A,A3_lower_depth_penalty,0.5,1,L3,22,20260639,1000,2974,0.516449350649,0.167516049784,0.173654791745,ok,
A,A3_lower_depth_penalty,0.5,1,L3,23,20260640,1000,3106,0.545526623377,0.179654296537,0.175636388724,ok,
A,A3_lower_depth_penalty,0.5,1,L3,24,20260641,1000,3096,0.557253246753,0.18318732684,0.17999135877,ok,
A,A3_lower_depth_penalty,0.5,1,L3,25,20260642,1000,2954,0.524572402597,0.174028062771,0.177580366485,ok,
A,A3_lower_depth_penalty,0.5,1,L3,26,20260643,1000,3002,0.538526298701,0.174827678571,0.179389173451,ok,
A,A3_lower_depth_penalty,0.5,1,L3,27,20260644,1000,2996,0.542772402597,0.182214788961,0.18116568845,ok,
A,A3_lower_depth_penalty,0.5,1,L3,28,20260645,1000,2993,0.508932467533,0.16705663961,0.170040917986,ok,
A,A3_lower_depth_penalty,0.5,1,L3,29,20260646,1000,2966,0.494337337662,0.164893647186,0.166668016744,ok,
A,A3_lower_depth_penalty,0.5,1,L3,30,20260647,1000,2986,0.483808116883,0.158615622294,0.162025491254,ok,
A,A3_lower_depth_penalty,0.5,1,L4,1,20260618,1000,3046,0.542533441558,0.176253939394,0.17811340826,ok,
A,A3_lower_depth_penalty,0.5,1,L4,2,20260619,1000,3031,0.590080519481,0.190724718615,0.194681794616,ok,
A,A3_lower_depth_penalty,0.5,1,L4,3,20260620,1000,2988,0.557938636364,0.18558482684,0.18672645126,ok,
A,A3_lower_depth_penalty,0.5,1,L4,4,20260621,1000,3085,0.554826623377,0.179435183983,0.17984655539,ok,
A,A3_lower_depth_penalty,0.5,1,L4,5,20260622,1000,3039,0.549533116883,0.182423095238,0.18082695521,ok,
A,A3_lower_depth_penalty,0.5,1,L4,6,20260623,1000,3009,0.553681168831,0.179536617965,0.184008364517,ok,
A,A3_lower_depth_penalty,0.5,1,L4,7,20260624,1000,2998,0.543769155844,0.179836628788,0.181377303484,ok,
A,A3_lower_depth_penalty,0.5,1,L4,8,20260625,1000,2990,0.558538636364,0.1907066829,0.18680221952,ok,
A,A3_lower_depth_penalty,0.5,1,L4,9,20260626,1000,2976,0.557012337662,0.187576791126,0.187168124215,ok,
A,A3_lower_depth_penalty,0.5,1,L4,10,20260627,1000,3017,0.555661363636,0.188113295455,0.184176786091,ok,
A,A3_lower_depth_penalty,0.5,1,L4,11,20260628,1000,3010,0.595242207792,0.202167083333,0.19775488631,ok,
A,A3_lower_depth_penalty,0.5,1,L4,12,20260629,1000,2972,0.560392857143,0.190671655844,0.188557488944,ok,
A,A3_lower_depth_penalty,0.5,1,L4,13,20260630,1000,3021,0.556887337662,0.183322251082,0.184338741365,ok,
A,A3_lower_depth_penalty,0.5,1,L4,14,20260631,1000,2940,0.57495974026,0.189560930736,0.195564537503,ok,
A,A3_lower_depth_penalty,0.5,1,L4,15,20260632,1000,3091,0.593556493507,0.189150292208,0.19202733533,ok,
A,A3_lower_depth_penalty,0.5,1,L4,16,20260633,1000,3034,0.53644512987,0.173211856061,0.176811183214,ok,
A,A3_lower_depth_penalty,0.5,1,L4,17,20260634,1000,3025,0.533957792208,0.182072884199,0.176514972631,ok,
A,A3_lower_depth_penalty,0.5,1,L4,18,20260635,1000,2996,0.54662987013,0.193385730519,0.18245322768,ok,
A,A3_lower_depth_penalty,0.5,1,L4,19,20260636,1000,3037,0.570517207792,0.18160625,0.187855517877,ok,
A,A3_lower_depth_penalty,0.5,1,L4,20,20260637,1000,3018,0.564051298701,0.178079372294,0.186895725216,ok,
A,A3_lower_depth_penalty,0.5,1,L4,21,20260638,1000,2998,0.554171103896,0.186404810606,0.184846932587,ok,
A,A3_lower_depth_penalty,0.5,1,L4,22,20260639,1000,2974,0.549067532468,0.177918571429,0.184622573123,ok,
A,A3_lower_depth_penalty,0.5,1,L4,23,20260640,1000,3106,0.591188311688,0.191510037879,0.190337511812,ok,
A,A3_lower_depth_penalty,0.5,1,L4,24,20260641,1000,3096,0.595011038961,0.195848116883,0.192187028088,ok,
A,A3_lower_depth_penalty,0.5,1,L4,25,20260642,1000,2954,0.542532792208,0.179518279221,0.18366039005,ok,
A,A3_lower_depth_penalty,0.5,1,L4,26,20260643,1000,3002,0.575565909091,0.186206125541,0.191727484707,ok,
A,A3_lower_depth_penalty,0.5,1,L4,27,20260644,1000,2996,0.57731461039,0.195754745671,0.192695130304,ok,
A,A3_lower_depth_penalty,0.5,1,L4,28,20260645,1000,2993,0.534517532468,0.175381028139,0.178589219,ok,
A,A3_lower_depth_penalty,0.5,1,L4,29,20260646,1000,2966,0.523618181818,0.175527732684,0.176540182676,ok,
A,A3_lower_depth_penalty,0.5,1,L4,30,20260647,1000,2986,0.527149025974,0.172902012987,0.17654019624,ok,
A,A4_higher_depth_penalty,2,1,L1,1,20260618,1000,3046,0.70462987013,0.22812034632,0.23132956997,ok,
A,A4_higher_depth_penalty,2,1,L1,2,20260619,1000,3031,0.796049350649,0.257472510823,0.262635879462,ok,
A,A4_higher_depth_penalty,2,1,L1,3,20260620,1000,2988,0.741487012987,0.244938874459,0.248154957492,ok,
A,A4_higher_depth_penalty,2,1,L1,4,20260621,1000,3085,0.718,0.232446753247,0.232739059968,ok,
A,A4_higher_depth_penalty,2,1,L1,5,20260622,1000,3039,0.722903896104,0.23922038961,0.237875582792,ok,
A,A4_higher_depth_penalty,2,1,L1,6,20260623,1000,3009,0.732841558442,0.236799718615,0.243549869871,ok,
A,A4_higher_depth_penalty,2,1,L1,7,20260624,1000,2998,0.722084415584,0.23971534632,0.240855375445,ok,
A,A4_higher_depth_penalty,2,1,L1,8,20260625,1000,2990,0.737645454545,0.252396774892,0.2467041654,ok,
A,A4_higher_depth_penalty,2,1,L1,9,20260626,1000,2976,0.743932467533,0.249796515152,0.249977307639,ok,
A,A4_higher_depth_penalty,2,1,L1,10,20260627,1000,3017,0.734123376623,0.250115822511,0.243328928281,ok,
A,A4_higher_depth_penalty,2,1,L1,11,20260628,1000,3010,0.797412987013,0.270533398268,0.264921258144,ok,
A,A4_higher_depth_penalty,2,1,L1,12,20260629,1000,2972,0.752927272727,0.257658095238,0.253340266732,ok,
A,A4_higher_depth_penalty,2,1,L1,13,20260630,1000,3021,0.729964935065,0.239485887446,0.241630233388,ok,
A,A4_higher_depth_penalty,2,1,L1,14,20260631,1000,2940,0.766685714286,0.251009134199,0.260777453839,ok,
A,A4_higher_depth_penalty,2,1,L1,15,20260632,1000,3091,0.793254545455,0.251613030303,0.256633628423,ok,
A,A4_higher_depth_penalty,2,1,L1,16,20260633,1000,3034,0.695042857143,0.223457077922,0.229084659572,ok,
A,A4_higher_depth_penalty,2,1,L1,17,20260634,1000,3025,0.699732467532,0.239707294372,0.231316518193,ok,
A,A4_higher_depth_penalty,2,1,L1,18,20260635,1000,2996,0.720987012987,0.258507943723,0.240649870823,ok,
A,A4_higher_depth_penalty,2,1,L1,19,20260636,1000,3037,0.756985714286,0.238910930736,0.249254433416,ok,
A,A4_higher_depth_penalty,2,1,L1,20,20260637,1000,3018,0.743374025974,0.231461688312,0.246313461224,ok,
A,A4_higher_depth_penalty,2,1,L1,21,20260638,1000,2998,0.7373,0.247764393939,0.245930620414,ok,
A,A4_higher_depth_penalty,2,1,L1,22,20260639,1000,2974,0.719441558442,0.23128030303,0.241910409698,ok,
A,A4_higher_depth_penalty,2,1,L1,23,20260640,1000,3106,0.778974025974,0.254055606061,0.250796531222,ok,
A,A4_higher_depth_penalty,2,1,L1,24,20260641,1000,3096,0.788880519481,0.26015034632,0.254806369341,ok,
A,A4_higher_depth_penalty,2,1,L1,25,20260642,1000,2954,0.725762337662,0.238604588745,0.245687995146,ok,
A,A4_higher_depth_penalty,2,1,L1,26,20260643,1000,3002,0.768954545455,0.246889134199,0.256147416874,ok,
A,A4_higher_depth_penalty,2,1,L1,27,20260644,1000,2996,0.767803896104,0.260345735931,0.256276333813,ok,
A,A4_higher_depth_penalty,2,1,L1,28,20260645,1000,2993,0.709883116883,0.233553896104,0.23718112826,ok,
A,A4_higher_depth_penalty,2,1,L1,29,20260646,1000,2966,0.687979220779,0.229039588745,0.231955232899,ok,
A,A4_higher_depth_penalty,2,1,L1,30,20260647,1000,2986,0.6825,0.222079480519,0.22856664434,ok,
A,A4_higher_depth_penalty,2,1,L2,1,20260618,1000,3046,0.845711688312,0.27324025974,0.277646647509,ok,
A,A4_higher_depth_penalty,2,1,L2,2,20260619,1000,3031,0.958981818182,0.312154155844,0.316391230017,ok,
A,A4_higher_depth_penalty,2,1,L2,3,20260620,1000,2988,0.89458961039,0.295124675325,0.29939411325,ok,
A,A4_higher_depth_penalty,2,1,L2,4,20260621,1000,3085,0.858116883117,0.277666406927,0.278157822728,ok,
A,A4_higher_depth_penalty,2,1,L2,5,20260622,1000,3039,0.870581818182,0.288002164502,0.286469831583,ok,
A,A4_higher_depth_penalty,2,1,L2,6,20260623,1000,3009,0.886901298702,0.287217142857,0.294749517681,ok,
A,A4_higher_depth_penalty,2,1,L2,7,20260624,1000,2998,0.873709090909,0.291227489178,0.291430650737,ok,
A,A4_higher_depth_penalty,2,1,L2,8,20260625,1000,2990,0.887020779221,0.303186753247,0.296662467967,ok,
A,A4_higher_depth_penalty,2,1,L2,9,20260626,1000,2976,0.899698701299,0.301112813853,0.302318111996,ok,
A,A4_higher_depth_penalty,2,1,L2,10,20260627,1000,3017,0.886405194806,0.300933290043,0.293803511702,ok,
A,A4_higher_depth_penalty,2,1,L2,11,20260628,1000,3010,0.95825974026,0.324252857143,0.318358717694,ok,
A,A4_higher_depth_penalty,2,1,L2,12,20260629,1000,2972,0.912366233767,0.312708874459,0.306987292654,ok,
A,A4_higher_depth_penalty,2,1,L2,13,20260630,1000,3021,0.881423376624,0.289025497836,0.291765434169,ok,
A,A4_higher_depth_penalty,2,1,L2,14,20260631,1000,2940,0.925012987013,0.303864588745,0.314630267692,ok,
A,A4_higher_depth_penalty,2,1,L2,15,20260632,1000,3091,0.955896103896,0.303332813853,0.309251408572,ok,
A,A4_higher_depth_penalty,2,1,L2,16,20260633,1000,3034,0.835444155845,0.269486969697,0.275360631458,ok,
A,A4_higher_depth_penalty,2,1,L2,17,20260634,1000,3025,0.849867532468,0.290012337662,0.280947944617,ok,
A,A4_higher_depth_penalty,2,1,L2,18,20260635,1000,2996,0.870431168832,0.311087056277,0.290531097741,ok,
A,A4_higher_depth_penalty,2,1,L2,19,20260636,1000,3037,0.914862337663,0.289474199134,0.301238833606,ok,
A,A4_higher_depth_penalty,2,1,L2,20,20260637,1000,3018,0.894051948052,0.278894935065,0.296239876757,ok,
A,A4_higher_depth_penalty,2,1,L2,21,20260638,1000,2998,0.890828571429,0.299079004329,0.29714095111,ok,
A,A4_higher_depth_penalty,2,1,L2,22,20260639,1000,2974,0.865527272728,0.279236406927,0.291031362719,ok,
A,A4_higher_depth_penalty,2,1,L2,23,20260640,1000,3106,0.932711688312,0.304583896104,0.300293524891,ok,
A,A4_higher_depth_penalty,2,1,L2,24,20260641,1000,3096,0.946218181819,0.311956623377,0.305626027719,ok,
A,A4_higher_depth_penalty,2,1,L2,25,20260642,1000,2954,0.878797402598,0.289707316017,0.297494042856,ok,
A,A4_higher_depth_penalty,2,1,L2,26,20260643,1000,3002,0.923615584416,0.296982034632,0.307666750305,ok,
A,A4_higher_depth_penalty,2,1,L2,27,20260644,1000,2996,0.922007792208,0.312172424243,0.307746259081,ok,
A,A4_higher_depth_penalty,2,1,L2,28,20260645,1000,2993,0.8616,0.285396406927,0.287871700635,ok,
A,A4_higher_depth_penalty,2,1,L2,29,20260646,1000,2966,0.832218181819,0.276113852814,0.280586035677,ok,
A,A4_higher_depth_penalty,2,1,L2,30,20260647,1000,2986,0.821233766234,0.266931298701,0.275028052992,ok,
A,A4_higher_depth_penalty,2,1,L3,1,20260618,1000,3046,0.630232467532,0.203006190476,0.206904946662,ok,
A,A4_higher_depth_penalty,2,1,L3,2,20260619,1000,3031,0.710405194805,0.230822965368,0.23437980693,ok,
A,A4_higher_depth_penalty,2,1,L3,3,20260620,1000,2988,0.664718181818,0.219440519481,0.222462577583,ok,
A,A4_higher_depth_penalty,2,1,L3,4,20260621,1000,3085,0.645376623377,0.209313982684,0.209198257172,ok,
A,A4_higher_depth_penalty,2,1,L3,5,20260622,1000,3039,0.648938961039,0.21451982684,0.213537005936,ok,
A,A4_higher_depth_penalty,2,1,L3,6,20260623,1000,3009,0.651338961039,0.211123463203,0.216463596224,ok,
A,A4_higher_depth_penalty,2,1,L3,7,20260624,1000,2998,0.652527272727,0.216137467532,0.217654193705,ok,
A,A4_higher_depth_penalty,2,1,L3,8,20260625,1000,2990,0.649366233766,0.221506082251,0.217179342397,ok,
A,A4_higher_depth_penalty,2,1,L3,9,20260626,1000,2976,0.663358441558,0.222945064935,0.222902702137,ok,
A,A4_higher_depth_penalty,2,1,L3,10,20260627,1000,3017,0.655764935065,0.22488530303,0.217356624151,ok,
A,A4_higher_depth_penalty,2,1,L3,11,20260628,1000,3010,0.70894025974,0.239598441558,0.235528325495,ok,
A,A4_higher_depth_penalty,2,1,L3,12,20260629,1000,2972,0.673385714286,0.231022012987,0.226576619881,ok,
A,A4_higher_depth_penalty,2,1,L3,13,20260630,1000,3021,0.646825974026,0.213199199134,0.214109888787,ok,
A,A4_higher_depth_penalty,2,1,L3,14,20260631,1000,2940,0.681087012987,0.222002792208,0.231662249315,ok,
A,A4_higher_depth_penalty,2,1,L3,15,20260632,1000,3091,0.700531168831,0.221962164502,0.226635771217,ok,
A,A4_higher_depth_penalty,2,1,L3,16,20260633,1000,3034,0.610925974026,0.198577445887,0.201359912336,ok,
A,A4_higher_depth_penalty,2,1,L3,17,20260634,1000,3025,0.619953246753,0.211713809524,0.204943222067,ok,
A,A4_higher_depth_penalty,2,1,L3,18,20260635,1000,2996,0.645603896104,0.230349935065,0.215488616857,ok,
A,A4_higher_depth_penalty,2,1,L3,19,20260636,1000,3037,0.679601298701,0.213474935065,0.223773888278,ok,
A,A4_higher_depth_penalty,2,1,L3,20,20260637,1000,3018,0.663537662338,0.206942575758,0.219860060417,ok,
A,A4_higher_depth_penalty,2,1,L3,21,20260638,1000,2998,0.667642857143,0.223732878788,0.222696083103,ok,
A,A4_higher_depth_penalty,2,1,L3,22,20260639,1000,2974,0.645449350649,0.207953549784,0.217030716425,ok,
A,A4_higher_depth_penalty,2,1,L3,23,20260640,1000,3106,0.688776623377,0.226466796537,0.22175680083,ok,
A,A4_higher_depth_penalty,2,1,L3,24,20260641,1000,3096,0.702753246753,0.23139982684,0.226987482801,ok,
A,A4_higher_depth_penalty,2,1,L3,25,20260642,1000,2954,0.657697402597,0.216840562771,0.222646378672,ok,
A,A4_higher_depth_penalty,2,1,L3,26,20260643,1000,3002,0.684401298701,0.220496428571,0.227981778382,ok,
A,A4_higher_depth_penalty,2,1,L3,27,20260644,1000,2996,0.684897402597,0.230696038961,0.228603939452,ok,
A,A4_higher_depth_penalty,2,1,L3,28,20260645,1000,2993,0.637932467533,0.20992538961,0.213141485978,ok,
A,A4_higher_depth_penalty,2,1,L3,29,20260646,1000,2966,0.616962337662,0.205006147186,0.208011577095,ok,
A,A4_higher_depth_penalty,2,1,L3,30,20260647,1000,2986,0.604183116883,0.196909372294,0.202338619184,ok,
A,A4_higher_depth_penalty,2,1,L4,1,20260618,1000,3046,0.708658441558,0.229503939394,0.23265214759,ok,
A,A4_higher_depth_penalty,2,1,L4,2,20260619,1000,3031,0.800080519481,0.258674718615,0.263965859281,ok,
A,A4_higher_depth_penalty,2,1,L4,3,20260620,1000,2988,0.745063636364,0.24630982684,0.249351953268,ok,
A,A4_higher_depth_penalty,2,1,L4,4,20260621,1000,3085,0.723576623377,0.234222683983,0.234546717464,ok,
A,A4_higher_depth_penalty,2,1,L4,5,20260622,1000,3039,0.727283116883,0.240898095238,0.239316589958,ok,
A,A4_higher_depth_penalty,2,1,L4,6,20260623,1000,3009,0.737431168831,0.238180367965,0.245075164118,ok,
A,A4_higher_depth_penalty,2,1,L4,7,20260624,1000,2998,0.724144155844,0.240442878788,0.241542413557,ok,
A,A4_higher_depth_penalty,2,1,L4,8,20260625,1000,2990,0.742663636364,0.2543254329,0.248382487078,ok,
A,A4_higher_depth_penalty,2,1,L4,9,20260626,1000,2976,0.748262337662,0.251270541126,0.251432237118,ok,
A,A4_higher_depth_penalty,2,1,L4,10,20260627,1000,3017,0.737536363636,0.251119545455,0.244460180191,ok,
A,A4_higher_depth_penalty,2,1,L4,11,20260628,1000,3010,0.802992207792,0.272848333333,0.266774819865,ok,
A,A4_higher_depth_penalty,2,1,L4,12,20260629,1000,2972,0.756142857143,0.258634155844,0.254422226495,ok,
A,A4_higher_depth_penalty,2,1,L4,13,20260630,1000,3021,0.735762337662,0.241372251082,0.24354926768,ok,
A,A4_higher_depth_penalty,2,1,L4,14,20260631,1000,2940,0.77145974026,0.252635930736,0.262401272197,ok,
A,A4_higher_depth_penalty,2,1,L4,15,20260632,1000,3091,0.798306493507,0.253237792208,0.258268034133,ok,
A,A4_higher_depth_penalty,2,1,L4,16,20260633,1000,3034,0.69957012987,0.224655606061,0.230576839113,ok,
A,A4_higher_depth_penalty,2,1,L4,17,20260634,1000,3025,0.704207792208,0.241354134199,0.232795964366,ok,
