review_id,layout_signature_short,layout_signature,seed,rank,candidate_id,layout_id,archive_key,storage_cells,pick_faces,interior_deep_storage_cells,interior_deep_storage_share,retrieval_penalty,mean_depth,max_depth,largest_block_size,pick_face_density,pallet_slot_capacity,objective_vector,door_connectivity_index,access_anchor_connectivity_index,is_feasible,suggested_archetype_flags,selection_candidate_for,manual_visual_status,manual_visual_note,score_L1_accessibility,score_L2_dense_deep,score_L3_high_capacity_balanced,score_L4_intermediate,candidate_rank_L1,candidate_rank_L2,candidate_rank_L3,candidate_rank_L4,phase,method_slug,method_name,instance_slug,instance_name,archive_entry_index,source_generation,source_candidate_index,run_folder,archive_index_path,archive_npz_path,candidates_csv_path
U21,5855b7a2ce0f,5855b7a2ce0f7102686a835ce8b745d34e7270fe,111,1,17,final_rank_01_layout_010,final_rank_01_layout_010,608,261,347,0.570723684,539,2.039473684,5,119,0.429276316,4864,"[347,539.0,261]",1,1,,,,not_reviewed,,0.508242333,0.38431412,0.427287786,0.790375586,14,32,34,7,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,21,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/candidates.csv
U22,6b741b69cafd,6b741b69cafdf845076912c9118d6404ec3124cc,111,2,19,final_rank_02_layout_006,final_rank_02_layout_006,640,243,397,0.6203125,493,1.971875,5,103,0.3796875,5120,"[397,493.0,243]",1,1,,,,not_reviewed,,0.348637843,0.520667092,0.572860142,0.628263388,24,21,18,20,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,18,3,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/candidates.csv
U23,0d0c52af56d0,0d0c52af56d0b61c6bade993b1ea97511c22cb5f,121,2,15,final_rank_02_layout_001,final_rank_02_layout_001,632,240,392,0.620253165,528,1.928797468,5,129,0.379746835,5056,"[392,528.0,240]",1,1,,,,not_reviewed,,0.344839107,0.544755468,0.57694294,0.660786697,26,19,17,16,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,4,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/candidates.csv
U24,04b9835ae17d,04b9835ae17dcf7a9c8af907330db39e1d2fb2b9,105,2,20,final_rank_02_layout_004,final_rank_02_layout_004,624,252,372,0.596153846,534,1.956730769,5,111,0.403846154,4992,"[372,534.0,252]",1,1,,,,not_reviewed,,0.437578854,0.441617483,0.511875899,0.729379644,19,26,25,10,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,20,6,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U25,57debfbcb335,57debfbcb33569e7a9d11cf7896db530f119ad92,111,2,20,final_rank_02_layout_007,final_rank_02_layout_007,608,261,347,0.570723684,565,2.001644737,5,119,0.429276316,4864,"[347,565.0,261]",1,1,,,,not_reviewed,,0.490468771,0.36031412,0.418680984,0.79660827,16,34,35,6,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,24,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/candidates.csv
U26,67a6f4f8f954,67a6f4f8f954f77d80a9f7aeff15d9041dc361bd,105,2,23,final_rank_02_layout_001,final_rank_02_layout_001,680,262,418,0.614705882,576,2.082352941,5,207,0.385294118,5440,"[418,576.0,262]",1,1,,top5_L2,L2,not_reviewed,,0.347020461,0.839761595,0.586272661,0.475723493,25,3,16,38,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,10,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U27,0cf129bcce89,0cf129bcce89e5f8a26de7d155210a53886c00dc,105,2,24,final_rank_02_layout_002,final_rank_02_layout_002,680,262,418,0.614705882,576,2.004411765,5,207,0.385294118,5440,"[418,576.0,262]",1,1,,top5_L2,L2,not_reviewed,,0.403603666,0.839761595,0.636568844,0.519732653,22,4,11,37,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,11,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U28,1806574f87db,1806574f87db50fbd619950bace22c101eef624b,105,2,13,final_rank_02_layout_003,final_rank_02_layout_003,600,248,352,0.586666667,616,2.011666667,6,111,0.413333333,4800,"[352,616.0,248]",1,1,,,,not_reviewed,,0.281138316,0.40738206,0.28533316,0.687163853,33,30,38,13,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,16,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U29,76cdc821160b,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,4,final_rank_03_layout_001,final_rank_03_layout_001,632,237,395,0.625,517,2.085443038,5,166,0.375,5056,"[395,517.0,237]",1,1,,,,not_reviewed,,0.194171525,0.612323101,0.499481141,0.522978367,37,12,27,34,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,0,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/candidates.csv
U30,fcbb15b8a9a7,fcbb15b8a9a753c5782ade77ecf7e5a6d82fd97e,120,3,5,final_rank_03_layout_002,final_rank_03_layout_002,632,237,395,0.625,517,2.085443038,5,166,0.375,5056,"[395,517.0,237]",1,1,,,,not_reviewed,,0.194171525,0.612323101,0.499481141,0.522978367,38,13,28,35,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,1,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s120/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_120/candidates.csv
U31,fdab6165a93a,fdab6165a93a3ead2def72c1501d2c16490f4caa,121,3,16,final_rank_03_layout_001,final_rank_03_layout_001,632,232,400,0.632911392,520,1.97943038,5,129,0.367088608,5056,"[400,520.0,232]",1,1,,,,not_reviewed,,0.225361438,0.555192233,0.541505405,0.58303254,36,18,22,27,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,5,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s121/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_121/candidates.csv
U32,4fcb480805af,4fcb480805af1c3aff3bd464c714a0dc9bc119e4,111,3,22,final_rank_03_layout_004,final_rank_03_layout_004,640,243,397,0.6203125,539,1.9671875,5,103,0.3796875,5120,"[397,539.0,243]",1,1,,,,not_reviewed,,0.312622661,0.508667092,0.537775939,0.604146529,31,22,24,26,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,20,3,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/candidates.csv
U33,24e93b3467ee,24e93b3467ee5334276be59c5b6e878bb2e06a66,113,3,3,final_rank_03_layout_001,final_rank_03_layout_001,648,237,411,0.634259259,544,1.992283951,5,103,0.365740741,5184,"[411,544.0,237]",1,1,,,,not_reviewed,,0.230152985,0.559194236,0.544114685,0.523753538,34,16,20,33,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,2,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/candidates.csv
U34,19631d63ec02,19631d63ec0204b55a5a6d539d26aaf84a80581d,113,3,4,final_rank_03_layout_002,final_rank_03_layout_002,648,237,411,0.634259259,544,1.99845679,5,103,0.365740741,5184,"[411,544.0,237]",1,1,,,,not_reviewed,,0.225671669,0.559194236,0.540131293,0.52026807,35,17,23,36,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,3,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s113/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_113/candidates.csv
U35,08ee812bc396,08ee812bc396556b6550be0bd82f9266dcd2fe55,105,3,25,final_rank_03_layout_001,final_rank_03_layout_001,632,246,386,0.610759494,550,1.988924051,5,111,0.389240506,5056,"[386,550.0,246]",1,1,,,,not_reviewed,,0.327083016,0.481312509,0.498434993,0.637093062,27,23,29,18,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,12,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U36,660d9dab711c,660d9dab711cc8220a7c4152b9d81284ad744a59,105,3,26,final_rank_03_layout_002,final_rank_03_layout_002,632,246,386,0.610759494,550,1.995253165,5,111,0.389240506,5056,"[386,550.0,246]",1,1,,,,not_reviewed,,0.322488248,0.481312509,0.494350755,0.633519354,29,24,31,19,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,13,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U37,8498d8f10590,8498d8f1059034f9f144b058e7e18d5585555d05,105,3,19,final_rank_03_layout_005,final_rank_03_layout_005,624,252,372,0.596153846,562,2.003205128,5,111,0.403846154,4992,"[372,562.0,252]",1,1,,,,not_reviewed,,0.373585169,0.429617483,0.45555828,0.686847183,23,27,33,14,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,19,6,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s105/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_105/candidates.csv
U38,08dfdb08ca75,08dfdb08ca75b8739e2c3ffebea5b42db822e898,111,3,19,final_rank_03_layout_005,final_rank_03_layout_005,608,261,347,0.570723684,595,2.052631579,5,119,0.429276316,4864,"[347,595.0,261]",1,1,,,,not_reviewed,,0.422180963,0.34831412,0.358142326,0.750364217,21,35,37,8,p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,23,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s111/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_111/candidates.csv
